id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
72;201;1;0.47;47.40;474;20;0.18;0.26;0.00;0.91;0.00;3457.00;2318.00;3457.00;0
258;201;2;0.74;71.50;715;20;0.18;0.82;0.00;0.56;0.00;973.00;523.00;973.00;1
432;201;3;0.41;41.70;417;10;0.18;0.98;0.00;0.62;0.00;1310.00;892.00;1310.00;1
521;201;4;0.24;27.20;272;10;0.18;0.38;0.00;0.95;0.00;3481.00;2118.00;3481.00;0
646;201;5;0.83;78.60;786;30;0.18;0.71;0.00;0.73;0.00;2528.00;1476.00;2528.00;0
847;201;6;0.58;57.20;572;30;0.18;0.45;0.00;0.53;0.00;595.00;111.00;595.00;1
922;201;7;0.18;21.40;214;10;0.18;0.33;0.00;0.97;0.00;3019.00;2335.00;3019.00;0
1108;201;8;0.54;53.00;530;20;0.18;0.94;0.00;0.65;0.00;1445.00;527.00;1445.00;1
1253;201;9;0.32;33.60;336;20;0.18;0.67;0.00;0.88;0.00;2579.00;1216.00;2579.00;1
1454;201;10;0.66;63.60;636;20;0.18;0.74;0.00;0.60;0.00;1177.00;63.00;1177.00;1
1551;201;11;0.21;24.60;246;10;0.18;0.42;0.00;0.96;0.00;3484.00;2000.00;3484.00;0
1733;201;12;0.58;57.30;573;20;0.18;0.91;0.00;0.69;0.00;1894.00;684.00;1894.00;0
1913;201;13;0.61;59.50;595;20;0.18;0.97;0.00;0.67;0.00;1630.00;764.00;1630.00;1
1967;201;14;0.43;44.00;440;10;0.18;0.15;0.00;0.91;0.00;3464.00;2647.00;3464.00;1
2163;201;15;0.29;31.00;310;10;0.18;0.79;0.00;0.70;0.00;1625.00;369.00;1625.00;1
2309;201;16;0.28;30.40;304;10;0.18;0.93;0.00;0.73;0.00;1733.00;1232.00;1733.00;1
2389;201;17;0.26;28.60;286;10;0.18;0.42;0.00;0.94;0.00;2898.00;2263.00;2898.00;0
2585;201;18;0.70;67.10;671;20;0.18;0.83;0.00;0.65;0.00;1447.00;384.00;1447.00;1
2710;201;19;0.35;36.80;368;20;0.18;0.72;0.00;0.85;0.00;2456.00;1532.00;2456.00;1
2839;201;20;0.95;89.80;898;40;0.18;0.85;0.00;0.64;0.00;2041.00;1393.00;2041.00;0
2903;201;21;0.28;30.60;306;20;0.18;0.22;0.00;0.92;0.00;3292.00;2458.00;3292.00;0
3071;201;22;0.42;43.00;430;30;0.18;0.96;0.00;0.69;0.00;1776.00;985.00;1776.00;1
3112;201;23;0.23;26.40;264;30;0.18;0.07;0.00;0.95;0.00;3302.00;2862.00;3302.00;1
3240;201;24;0.08;12.50;125;10;0.18;0.71;0.00;0.92;0.00;2535.00;1465.00;2535.00;1
3408;201;25;0.83;79.00;790;10;0.18;0.94;0.00;0.66;0.00;1875.00;975.00;1875.00;1
3604;201;26;0.65;62.80;628;10;0.18;0.83;0.00;0.63;0.00;1268.00;370.00;1268.00;1
3776;201;27;0.80;76.80;768;20;0.18;0.74;0.00;0.72;0.00;2284.00;908.00;2284.00;0
3977;201;28;0.02;7.80;78;40;0.18;0.44;0.00;0.56;0.00;558.00;7.00;558.00;1
4178;201;29;0.69;66.70;667;20;0.18;0.74;0.00;0.58;0.00;1175.00;126.00;1175.00;1
4364;201;30;0.24;27.20;272;30;0.18;0.88;0.00;0.74;0.00;1806.00;587.00;1806.00;1
4496;201;31;0.76;72.80;728;10;0.18;0.59;0.00;0.75;0.00;2778.00;1358.00;2778.00;1
4668;201;32;0.50;50.20;502;20;0.18;0.89;0.00;0.73;0.00;2043.00;928.00;2043.00;1
4833;201;33;0.67;64.50;645;40;0.18;0.89;0.00;0.61;0.00;1177.00;1027.00;1177.00;1
4920;201;34;0.49;48.70;487;10;0.18;0.36;0.00;0.91;0.00;3460.00;2127.00;3460.00;0
5117;201;35;0.26;28.40;284;10;0.18;0.82;0.00;0.64;0.00;1317.00;289.00;1317.00;1
5141;201;36;0.18;22.00;220;20;0.18;0.00;0.00;0.97;0.00;3235.00;3164.00;3235.00;1
5277;201;37;0.71;68.60;686;10;0.18;0.56;0.00;0.81;0.00;2863.00;1330.00;2863.00;1
5470;201;38;0.41;42.20;422;10;0.18;0.51;0.00;0.54;0.00;544.00;468.00;544.00;1
5671;201;39;0.34;35.70;357;20;0.18;0.44;0.00;0.54;0.00;554.00;72.00;554.00;1
5872;201;40;0.32;33.70;337;20;0.18;0.31;0.00;0.51;0.00;411.00;33.00;411.00;1
6073;201;41;0.27;29.60;296;10;0.18;0.75;0.00;0.64;0.00;1319.00;29.00;1319.00;1
6274;201;42;0.56;55.40;554;10;0.18;0.71;0.00;0.59;0.00;1080.00;55.00;1080.00;1
6421;201;43;0.47;47.50;475;30;0.18;0.87;0.00;0.75;0.00;2126.00;1197.00;2126.00;0
6502;201;44;0.54;53.50;535;20;0.18;0.33;0.00;0.86;0.00;3299.00;2237.00;3299.00;0
6687;201;45;0.71;68.70;687;10;0.18;0.93;0.00;0.60;0.00;1201.00;621.00;1201.00;1
