id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
1;201;1;0.81;76.50;765;9;0.19;0.14;0.00;0.63;0.00;2130.00;1973.00;2130.00;0
13;201;2;0.50;48.30;483;7;0.19;0.05;0.00;0.75;0.00;1667.00;1552.00;1667.00;0
82;201;3;0.44;42.00;420;20;0.19;0.93;0.00;0.77;0.00;2483.00;0.00;2483.00;0
282;201;4;0.44;42.20;422;14;0.19;0.86;0.00;0.23;0.00;2483.00;0.00;2483.00;1
412;201;5;0.48;46.00;460;26;0.19;0.54;0.00;0.47;0.00;2479.00;0.00;2479.00;1
478;201;6;1.00;94.70;947;27;0.19;0.41;0.00;0.54;0.00;2431.00;0.00;2431.00;0
532;201;7;0.62;59.00;590;18;0.19;0.78;0.00;0.73;0.00;1463.00;1329.00;1463.00;0
721;201;8;0.43;41.70;417;22;0.19;0.76;0.00;0.25;0.00;222.00;112.00;222.00;1
802;201;9;0.61;58.20;582;13;0.19;0.22;0.00;0.47;0.00;1176.00;1133.00;1176.00;1
983;201;10;0.91;86.20;862;8;0.19;0.47;0.00;0.16;0.00;2439.00;0.00;2439.00;1
1108;201;11;0.80;75.50;755;5;0.19;0.56;0.00;0.36;0.00;2450.00;0.00;2450.00;1
1178;201;12;0.52;50.00;500;13;0.19;0.93;0.00;0.73;0.00;2475.00;0.00;2475.00;0
1373;201;13;0.77;73.50;735;9;0.19;0.78;0.00;0.19;0.00;2452.00;0.00;2452.00;1
1499;201;14;0.62;58.80;588;11;0.19;0.57;0.00;0.40;0.00;2467.00;0.00;2467.00;1
1562;201;15;0.97;91.90;919;40;0.19;0.42;0.00;0.52;0.00;2434.00;0.00;2434.00;1
1636;201;16;0.43;41.10;411;25;0.19;0.87;0.00;0.81;0.00;1429.00;1254.00;1429.00;0
1718;201;17;0.50;48.30;483;10;0.19;0.10;0.00;0.73;0.00;1274.00;1133.00;1274.00;1
1792;201;18;0.09;9.20;92;22;0.19;0.24;0.00;0.63;0.00;2516.00;0.00;2516.00;1
1992;201;19;0.53;50.90;509;18;0.19;0.87;0.00;0.23;0.00;2475.00;0.00;2475.00;1
2002;201;20;0.67;64.20;642;17;0.19;0.10;0.00;0.68;0.00;1714.00;1615.00;1714.00;0
2139;201;21;0.83;79.20;792;8;0.19;0.25;0.00;0.20;0.00;555.00;469.00;555.00;1
2154;201;22;0.36;34.40;344;15;0.19;0.06;0.00;0.89;0.00;1613.00;1484.00;1613.00;0
2286;201;23;0.10;10.60;106;19;0.19;0.22;0.00;0.36;0.00;2515.00;0.00;2515.00;1
2356;201;24;0.73;69.60;696;27;0.19;0.89;0.00;0.67;0.00;2456.00;0.00;2456.00;0
2557;201;25;0.35;34.20;342;5;0.19;0.85;0.00;0.25;0.00;2491.00;0.00;2491.00;1
2683;201;26;0.65;62.20;622;8;0.19;0.58;0.00;0.41;0.00;2463.00;0.00;2463.00;1
2749;201;27;0.92;87.00;870;13;0.19;0.56;0.00;0.57;0.00;2438.00;0.00;2438.00;0
2943;201;28;0.68;64.80;648;20;0.19;0.84;0.00;0.19;0.00;2461.00;0.00;2461.00;1
3069;201;29;0.79;75.00;750;20;0.19;0.49;0.00;0.39;0.00;2450.00;0.00;2450.00;1
3137;201;30;0.65;62.00;620;14;0.19;0.95;0.00;0.66;0.00;2463.00;0.00;2463.00;0
3329;201;31;0.79;75.30;753;13;0.19;0.74;0.00;0.18;0.00;2450.00;0.00;2450.00;1
3454;201;32;0.78;74.20;742;21;0.19;0.56;0.00;0.40;0.00;2451.00;0.00;2451.00;1
3524;201;33;0.52;49.60;496;12;0.19;0.93;0.00;0.72;0.00;2476.00;0.00;2476.00;0
3725;201;34;0.29;28.60;286;30;0.19;0.83;0.00;0.26;0.00;2497.00;0.00;2497.00;1
3867;201;35;0.78;74.40;744;11;0.19;0.14;0.00;0.20;0.00;479.00;401.00;479.00;1
3938;201;36;0.47;44.60;446;13;0.19;0.92;0.00;0.75;0.00;2481.00;0.00;2481.00;0
4131;201;37;0.74;69.90;699;13;0.19;0.80;0.00;0.19;0.00;2456.00;0.00;2456.00;1
4261;201;38;0.51;48.90;489;12;0.19;0.56;0.00;0.49;0.00;2477.00;0.00;2477.00;1
4267;201;39;0.36;34.50;345;22;0.19;0.06;0.00;0.87;0.00;2046.00;1885.00;2046.00;0
4452;201;40;0.93;88.30;883;24;0.19;0.62;0.00;0.16;0.00;2437.00;0.00;2437.00;1
4653;201;41;0.17;17.00;170;8;0.19;0.45;0.00;0.25;0.00;104.00;33.00;104.00;1
4724;201;42;0.56;53.10;531;20;0.19;0.87;0.00;0.74;0.00;2472.00;0.00;2472.00;0
4923;201;43;0.60;57.30;573;36;0.19;0.88;0.00;0.22;0.00;2468.00;0.00;2468.00;1
5037;201;44;0.78;73.80;738;12;0.19;0.34;0.00;0.40;0.00;755.00;720.00;755.00;1
5111;201;45;0.36;35.10;351;15;0.19;0.86;0.00;0.86;0.00;2490.00;0.00;2490.00;0
5302;201;46;0.76;72.60;726;21;0.19;0.71;0.00;0.18;0.00;2453.00;0.00;2453.00;1
5433;201;47;0.34;32.80;328;6;0.19;0.54;0.00;0.53;0.00;2493.00;0.00;2493.00;1
5502;201;48;0.73;69.00;690;10;0.19;0.81;0.00;0.66;0.00;2456.00;0.00;2456.00;1
5702;201;49;0.52;49.70;497;15;0.19;0.87;0.00;0.23;0.00;2476.00;0.00;2476.00;1
5827;201;50;0.72;68.20;682;15;0.19;0.58;0.00;0.39;0.00;2457.00;0.00;2457.00;1
5893;201;51;0.75;71.60;716;20;0.19;0.87;0.00;0.62;0.00;2454.00;0.00;2454.00;1
5899;201;52;0.39;37.10;371;7;0.19;0.12;0.00;0.84;0.00;1991.00;1910.00;1991.00;0
6031;201;53;0.17;17.20;172;23;0.19;0.52;0.00;0.54;0.00;2508.00;0.00;2508.00;1
6098;201;54;0.64;61.00;610;15;0.19;0.97;0.00;0.66;0.00;2464.00;0.00;2464.00;0
6299;201;55;0.23;22.80;228;16;0.19;0.84;0.00;0.28;0.00;2503.00;0.00;2503.00;1
6430;201;56;0.35;34.00;340;22;0.19;0.54;0.00;0.53;0.00;2491.00;0.00;2491.00;1
6504;201;57;0.47;45.00;450;20;0.19;0.85;0.00;0.81;0.00;2480.00;0.00;2480.00;1
6704;201;58;0.48;46.30;463;26;0.19;0.86;0.00;0.24;0.00;2479.00;0.00;2479.00;1
