id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
21;201;1;0.62;62.00;620;14;0.12;0.11;0.00;0.64;0.00;1828.00;1577.00;1828.00;0
44;201;2;0.53;54.50;545;15;0.12;0.04;0.00;0.69;0.00;1742.00;1547.00;1742.00;0
153;201;3;0.32;36.70;367;10;0.12;0.37;0.00;0.36;0.00;605.00;329.00;605.00;1
353;201;4;0.00;9.20;92;22;0.12;0.38;0.00;0.31;0.00;415.00;9.00;415.00;1
488;201;5;0.62;62.20;622;20;0.12;0.49;0.00;0.31;0.00;437.00;330.00;437.00;1
668;201;6;0.11;18.30;183;10;0.12;0.59;0.00;0.32;0.00;234.00;209.00;234.00;1
837;201;7;0.49;51.10;511;10;0.12;0.88;0.00;0.34;0.00;349.00;230.00;349.00;1
870;201;8;0.57;58.30;583;10;0.12;0.01;0.00;0.66;0.00;1606.00;1384.00;1606.00;0
1036;201;9;0.35;39.00;390;20;0.12;0.75;0.00;0.39;0.00;447.00;39.00;447.00;1
1160;201;10;0.81;78.20;782;10;0.12;0.34;0.00;0.32;0.00;800.00;363.00;800.00;0
1194;201;11;0.64;64.10;641;10;0.12;0.09;0.00;0.61;0.00;1587.00;1281.00;1587.00;0
1343;201;12;0.38;41.60;416;20;0.12;0.55;0.00;0.39;0.00;482.00;100.00;482.00;1
1379;201;13;0.62;62.10;621;18;0.12;0.05;0.00;0.63;0.00;1523.00;1291.00;1523.00;0
1560;201;14;0.17;23.70;237;20;0.12;0.63;0.00;0.32;0.00;588.00;73.00;588.00;1
1732;201;15;0.47;49.00;490;30;0.12;0.87;0.00;0.34;0.00;399.00;49.00;399.00;1
1905;201;16;0.38;42.10;421;10;0.12;0.82;0.00;0.34;0.00;564.00;216.00;564.00;1
1944;201;17;0.37;41.10;411;25;0.12;0.04;0.00;0.72;0.00;1454.00;1229.00;1454.00;0
2063;201;18;0.49;51.00;510;30;0.12;0.37;0.00;0.36;0.00;569.00;209.00;569.00;0
2086;201;19;0.85;82.10;821;2;0.12;0.10;0.00;0.55;0.00;1910.00;1492.00;1910.00;0
2192;201;20;0.60;60.70;607;20;0.12;0.29;0.00;0.33;0.00;754.00;376.00;754.00;1
2270;201;21;0.32;36.80;368;10;0.12;0.17;0.00;0.44;0.00;830.00;532.00;830.00;1
2346;201;22;0.54;55.00;550;20;0.12;0.18;0.00;0.41;0.00;956.00;700.00;956.00;1
2448;201;23;0.69;68.50;685;10;0.12;0.36;0.00;0.41;0.00;782.00;417.00;782.00;1
2610;201;24;0.28;32.80;328;6;0.12;0.70;0.00;0.33;0.00;415.00;124.00;415.00;1
2734;201;25;0.84;81.00;810;10;0.12;0.40;0.00;0.30;0.00;701.00;359.00;701.00;1
2867;201;26;0.62;62.40;624;30;0.12;0.48;0.00;0.31;0.00;743.00;204.00;743.00;0
2951;201;27;0.56;57.30;573;36;0.12;0.20;0.00;0.37;0.00;767.00;506.00;767.00;1
3151;201;28;0.06;14.70;147;10;0.12;0.14;0.00;0.28;0.00;530.00;14.00;530.00;1
3277;201;29;0.38;41.60;416;10;0.12;0.35;0.00;0.38;0.00;939.00;208.00;939.00;1
3281;201;30;0.22;27.70;277;35;0.12;0.09;0.00;0.90;0.00;2236.00;1764.00;2236.00;1
3452;201;31;0.73;71.80;718;9;0.12;0.76;0.00;0.34;0.00;374.00;200.00;374.00;1
3566;201;32;0.72;70.80;708;20;0.12;0.43;0.00;0.38;0.00;806.00;280.00;806.00;1
3596;201;33;0.58;59.00;590;18;0.12;0.10;0.00;0.67;0.00;1601.00;1191.00;1601.00;1
3630;201;34;0.48;50.00;500;13;0.12;0.04;0.00;0.68;0.00;1799.00;1346.00;1799.00;0
3780;201;35;0.83;79.90;799;10;0.12;0.54;0.00;0.30;0.00;592.00;160.00;592.00;1
3782;201;36;0.42;44.70;447;33;0.12;0.10;0.00;0.84;0.00;2481.00;1891.00;2481.00;0
3981;201;37;0.31;35.70;357;10;0.12;0.57;0.00;0.30;0.00;484.00;35.00;484.00;1
4093;201;38;0.71;70.00;700;10;0.12;0.43;0.00;0.38;0.00;632.00;366.00;632.00;1
4105;201;39;0.33;37.10;371;7;0.12;0.06;0.00;0.83;0.00;2050.00;1850.00;2050.00;0
4288;201;40;0.40;43.00;430;20;0.12;0.72;0.00;0.33;0.00;507.00;176.00;507.00;1
4345;201;41;0.36;39.80;398;21;0.12;0.13;0.00;0.53;0.00;1152.00;869.00;1152.00;1
4538;201;42;0.52;53.70;537;10;0.12;0.86;0.00;0.29;0.00;332.00;98.00;332.00;1
4715;201;43;0.33;37.50;375;20;0.12;0.78;0.00;0.33;0.00;548.00;200.00;548.00;1
4780;201;44;0.64;63.90;639;10;0.12;0.10;0.00;0.40;0.00;942.00;828.00;942.00;1
4909;201;45;0.66;66.00;660;20;0.12;0.43;0.00;0.40;0.00;534.00;178.00;534.00;0
5055;201;46;0.59;59.60;596;10;0.12;0.49;0.00;0.31;0.00;929.00;297.00;929.00;1
5240;201;47;0.25;30.20;302;20;0.12;0.72;0.00;0.31;0.00;584.00;30.00;584.00;1
5437;201;48;0.31;35.30;353;20;0.12;0.65;0.00;0.32;0.00;217.00;66.00;217.00;1
5634;201;49;0.14;21.10;211;10;0.12;0.69;0.00;0.32;0.00;470.00;89.00;470.00;1
5688;201;50;0.75;73.50;735;9;0.12;0.08;0.00;0.49;0.00;1400.00;776.00;1400.00;1
5774;201;51;0.67;66.40;664;32;0.12;0.22;0.00;0.34;0.00;733.00;489.00;733.00;1
5907;201;52;0.76;73.80;738;12;0.12;0.45;0.00;0.36;0.00;1133.00;342.00;1133.00;1
6031;201;53;1.00;94.70;947;27;0.12;0.35;0.00;0.36;0.00;666.00;252.00;666.00;0
6230;201;54;0.17;24.00;240;32;0.12;0.42;0.00;0.29;0.00;197.00;24.00;197.00;1
6293;201;55;0.50;51.80;518;25;0.12;0.00;0.00;0.53;0.00;1522.00;862.00;1522.00;0
6446;201;56;0.68;67.40;674;20;0.12;0.44;0.00;0.33;0.00;675.00;128.00;675.00;1
6643;201;57;0.35;39.00;390;20;0.12;0.88;0.00;0.34;0.00;306.00;88.00;306.00;1
6756;201;58;0.45;47.40;474;10;0.12;0.34;0.00;0.36;0.00;1073.00;425.00;1073.00;1
6922;201;59;0.40;43.40;434;10;0.12;0.72;0.00;0.39;0.00;452.00;242.00;452.00;1
6939;201;60;0.64;64.20;642;17;0.12;0.11;0.00;0.63;0.00;1911.00;1419.00;1911.00;0
7101;201;61;0.77;75.30;753;13;0.12;0.81;0.00;0.32;0.00;673.00;251.00;673.00;1
7218;201;62;0.63;62.70;627;20;0.12;0.41;0.00;0.31;0.00;439.00;416.00;439.00;1
7408;201;63;0.39;42.80;428;9;0.12;1.00;0.00;0.32;0.00;370.00;132.00;370.00;1
7421;201;64;0.09;17.20;172;23;0.12;0.06;0.00;0.91;0.00;2162.00;1811.00;2162.00;1
7529;201;65;0.82;79.20;792;8;0.12;0.38;0.00;0.37;0.00;665.00;359.00;665.00;1
7549;201;66;0.29;34.40;344;15;0.12;0.07;0.00;0.82;0.00;1881.00;1216.00;1881.00;0
7560;201;67;0.04;12.60;126;27;0.12;0.07;0.00;0.93;0.00;2248.00;1880.00;2248.00;1
7731;201;68;0.51;52.60;526;40;0.12;0.80;0.00;0.35;0.00;459.00;223.00;459.00;0
7825;201;69;0.50;52.30;523;10;0.12;0.26;0.00;0.35;0.00;692.00;398.00;692.00;1
7867;201;70;0.65;65.10;651;3;0.12;0.07;0.00;0.58;0.00;1721.00;1109.00;1721.00;1
7922;201;71;0.64;63.80;638;34;0.12;0.18;0.00;0.48;0.00;1116.00;875.00;1116.00;0
8011;201;72;0.28;33.50;335;30;0.12;0.15;0.00;0.43;0.00;779.00;422.00;779.00;1
8056;201;73;0.63;63.20;632;12;0.12;0.10;0.00;0.49;0.00;1629.00;1070.00;1629.00;1
8130;201;74;0.82;79.70;797;19;0.12;0.09;0.00;0.44;0.00;924.00;728.00;924.00;0
8135;201;75;0.74;72.60;726;21;0.12;0.13;0.00;0.62;0.00;2277.00;1785.00;2277.00;1
8160;201;76;0.50;52.00;520;26;0.12;0.12;0.00;0.67;0.00;1764.00;1483.00;1764.00;0
8254;201;77;0.81;78.20;782;10;0.12;0.20;0.00;0.33;0.00;865.00;407.00;865.00;0
8368;201;78;0.14;21.40;214;10;0.12;0.36;0.00;0.37;0.00;707.00;167.00;707.00;1
8413;201;79;0.28;33.10;331;9;0.12;0.02;0.00;0.60;0.00;1288.00;1081.00;1288.00;1
