id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
198;201;1;0.47;47.40;474;20;0.14;0.93;0.00;0.66;0.00;3461.00;0.00;3461.00;1
393;201;2;0.74;71.50;715;20;0.14;0.47;0.00;0.48;0.00;828.00;668.00;828.00;1
498;201;3;0.41;41.70;417;10;0.14;0.60;0.00;0.84;0.00;3467.00;0.00;3467.00;0
699;201;4;0.24;27.20;272;10;0.14;0.93;0.00;0.69;0.00;3481.00;0.00;3481.00;1
862;201;5;0.83;78.60;786;30;0.14;0.83;0.00;0.66;0.00;3430.00;0.00;3430.00;0
972;201;6;0.58;57.20;572;30;0.14;0.67;0.00;0.81;0.00;3451.00;0.00;3451.00;0
1173;201;7;0.18;21.40;214;10;0.14;0.93;0.00;0.71;0.00;3487.00;0.00;3487.00;1
1350;201;8;0.54;53.00;530;20;0.14;0.94;0.00;0.61;0.00;1066.00;906.00;1066.00;1
1461;201;9;0.32;33.60;336;20;0.14;0.58;0.00;0.89;0.00;3475.00;0.00;3475.00;0
1662;201;10;0.66;63.60;636;20;0.14;0.90;0.00;0.62;0.00;3445.00;0.00;3445.00;1
1853;201;11;0.21;24.60;246;10;0.14;0.67;0.00;0.86;0.00;3484.00;0.00;3484.00;1
1984;201;12;0.58;57.30;573;20;0.14;0.93;0.00;0.66;0.00;1369.00;1209.00;1369.00;1
2117;201;13;0.61;59.50;595;20;0.14;0.93;0.00;0.66;0.00;1277.00;1117.00;1277.00;1
2299;201;14;0.43;44.00;440;10;0.14;0.72;0.00;0.81;0.00;3464.00;0.00;3464.00;1
2409;201;15;0.29;31.00;310;10;0.14;0.58;0.00;0.89;0.00;3477.00;0.00;3477.00;1
2610;201;16;0.28;30.40;304;10;0.14;0.93;0.00;0.70;0.00;3478.00;0.00;3478.00;1
2796;201;17;0.26;28.60;286;10;0.14;0.68;0.00;0.86;0.00;3480.00;0.00;3480.00;1
2903;201;18;0.70;67.10;671;20;0.14;0.67;0.00;0.79;0.00;3441.00;0.00;3441.00;0
