id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
43;201;1;0.47;47.40;474;20;0.04;0.23;0.00;0.91;0.00;3085.00;2690.00;3085.00;0
218;201;2;0.74;71.50;715;20;0.04;0.66;0.00;0.46;0.00;788.00;708.00;788.00;1
389;201;3;0.41;41.70;417;10;0.04;0.92;0.00;0.58;0.00;1417.00;786.00;1417.00;1
446;201;4;0.24;27.20;272;10;0.04;0.29;0.00;0.95;0.00;3253.00;2541.00;3253.00;0
570;201;5;0.83;78.60;786;30;0.04;0.44;0.00;0.71;0.00;2570.00;1435.00;2570.00;0
767;201;6;0.58;57.20;572;30;0.04;0.69;0.00;0.48;0.00;940.00;57.00;940.00;1
840;201;7;0.18;21.40;214;10;0.04;0.31;0.00;0.98;0.00;3100.00;2255.00;3100.00;1
1026;201;8;0.54;53.00;530;20;0.04;0.88;0.00;0.59;0.00;1546.00;427.00;1546.00;0
1127;201;9;0.32;33.60;336;20;0.04;0.38;0.00;0.71;0.00;1980.00;1815.00;1980.00;0
1324;201;10;0.66;63.60;636;20;0.04;0.77;0.00;0.57;0.00;1274.00;63.00;1274.00;1
1371;201;11;0.21;24.60;246;10;0.04;0.23;0.00;0.96;0.00;3325.00;2654.00;3325.00;0
1530;201;12;0.58;57.30;573;20;0.04;0.84;0.00;0.62;0.00;1642.00;935.00;1642.00;1
1671;201;13;0.61;59.50;595;20;0.04;0.57;0.00;0.57;0.00;1245.00;1148.00;1245.00;0
1728;201;14;0.43;44.00;440;10;0.04;0.29;0.00;0.91;0.00;3464.00;2519.00;3464.00;1
1905;201;15;0.29;31.00;310;10;0.04;0.96;0.00;0.59;0.00;1322.00;672.00;1322.00;1
2053;201;16;0.28;30.40;304;10;0.04;0.78;0.00;0.72;0.00;1908.00;1058.00;1908.00;1
2121;201;17;0.26;28.60;286;10;0.04;0.41;0.00;0.93;0.00;2834.00;2326.00;2834.00;1
2296;201;18;0.70;67.10;671;20;0.04;0.93;0.00;0.51;0.00;1139.00;691.00;1139.00;0
2385;201;19;0.35;36.80;368;20;0.04;0.33;0.00;0.75;0.00;2086.00;1903.00;2086.00;0
2513;201;20;0.95;89.80;898;40;0.04;0.57;0.00;0.63;0.00;2085.00;1349.00;2085.00;0
