id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
3;201;1;0.81;76.50;765;9;0.08;0.05;0.00;0.63;0.00;2130.00;1973.00;2130.00;1
28;201;2;0.50;48.30;483;7;0.08;0.03;0.00;0.71;0.00;1667.00;1552.00;1667.00;0
97;201;3;0.44;42.00;420;20;0.08;0.90;0.00;0.64;0.00;2483.00;0.00;2483.00;1
290;201;4;0.44;42.20;422;14;0.08;0.54;0.00;0.13;0.00;2483.00;0.00;2483.00;1
420;201;5;0.48;46.00;460;26;0.08;0.27;0.00;0.41;0.00;2479.00;0.00;2479.00;1
568;201;6;1.00;94.70;947;27;0.08;0.05;0.00;0.16;0.00;539.00;378.00;539.00;0
621;201;7;0.62;59.00;590;18;0.08;0.54;0.00;0.67;0.00;1463.00;1329.00;1463.00;0
801;201;8;0.43;41.70;417;22;0.08;0.31;0.00;0.14;0.00;222.00;112.00;222.00;1
890;201;9;0.61;58.20;582;13;0.08;0.08;0.00;0.44;0.00;1176.00;1133.00;1176.00;1
902;201;10;0.91;86.20;862;8;0.08;0.06;0.00;0.57;0.00;1861.00;1719.00;1861.00;0
1021;201;11;0.80;75.50;755;5;0.08;0.27;0.00;0.31;0.00;2450.00;0.00;2450.00;1
1089;201;12;0.52;50.00;500;13;0.08;1.00;0.00;0.61;0.00;2475.00;0.00;2475.00;1
1277;201;13;0.77;73.50;735;9;0.08;0.22;0.00;0.13;0.00;2452.00;0.00;2452.00;1
1400;201;14;0.62;58.80;588;11;0.08;0.32;0.00;0.34;0.00;2467.00;0.00;2467.00;1
1466;201;15;0.97;91.90;919;40;0.08;0.13;0.00;0.46;0.00;2434.00;0.00;2434.00;0
1539;201;16;0.43;41.10;411;25;0.08;0.73;0.00;0.70;0.00;1429.00;1254.00;1429.00;0
1629;201;17;0.50;48.30;483;10;0.08;0.07;0.00;0.64;0.00;1274.00;1133.00;1274.00;1
1699;201;18;0.09;9.20;92;22;0.08;0.81;0.00;0.83;0.00;2516.00;0.00;2516.00;0
1890;201;19;0.53;50.90;509;18;0.08;0.49;0.00;0.17;0.00;2475.00;0.00;2475.00;1
1911;201;20;0.67;64.20;642;17;0.08;0.06;0.00;0.64;0.00;1714.00;1615.00;1714.00;0
2053;201;21;0.83;79.20;792;8;0.08;0.09;0.00;0.16;0.00;555.00;469.00;555.00;1
2082;201;22;0.36;34.40;344;15;0.08;0.03;0.00;0.82;0.00;1613.00;1484.00;1613.00;0
2217;201;23;0.10;10.60;106;19;0.08;0.07;0.00;0.51;0.00;2515.00;0.00;2515.00;1
2232;201;24;0.73;69.60;696;27;0.08;0.10;0.00;0.65;0.00;1703.00;1622.00;1703.00;1
2429;201;25;0.35;34.20;342;5;0.08;0.51;0.00;0.13;0.00;2491.00;0.00;2491.00;1
