id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
51;201;1;0.47;47.40;474;20;0.02;0.22;0.00;0.91;0.00;3208.00;2568.00;3208.00;0
252;201;2;0.74;71.50;715;20;0.02;0.98;0.00;0.43;0.00;1068.00;428.00;1068.00;0
413;201;3;0.41;41.70;417;10;0.02;0.81;0.00;0.52;0.00;1421.00;781.00;1421.00;1
465;201;4;0.24;27.20;272;10;0.02;0.21;0.00;0.95;0.00;3217.00;2577.00;3217.00;0
570;201;5;0.83;78.60;786;30;0.02;0.54;0.00;0.67;0.00;2322.00;1682.00;2322.00;0
771;201;6;0.58;57.20;572;30;0.02;0.92;0.00;0.36;0.00;697.00;57.00;697.00;1
837;201;7;0.18;21.40;214;10;0.02;0.31;0.00;0.98;0.00;2997.00;2357.00;2997.00;0
1007;201;8;0.54;53.00;530;20;0.02;0.86;0.00;0.49;0.00;1306.00;666.00;1306.00;1
1120;201;9;0.32;33.60;336;20;0.02;0.56;0.00;0.76;0.00;2217.00;1577.00;2217.00;1
1321;201;10;0.66;63.60;636;20;0.02;0.96;0.00;0.38;0.00;703.00;63.00;703.00;1
1367;201;11;0.21;24.60;246;10;0.02;0.14;0.00;0.96;0.00;3310.00;2670.00;3310.00;0
1517;201;12;0.58;57.30;573;20;0.02;0.63;0.00;0.56;0.00;1609.00;969.00;1609.00;1
1673;201;13;0.61;59.50;595;20;0.02;0.75;0.00;0.55;0.00;1517.00;877.00;1517.00;1
1711;201;14;0.43;44.00;440;10;0.02;0.02;0.00;0.91;0.00;3464.00;2824.00;3464.00;0
1879;201;15;0.29;31.00;310;10;0.02;0.86;0.00;0.52;0.00;1317.00;677.00;1317.00;1
2019;201;16;0.28;30.40;304;10;0.02;0.59;0.00;0.66;0.00;1803.00;1163.00;1803.00;1
2090;201;17;0.26;28.60;286;10;0.02;0.48;0.00;0.93;0.00;2900.00;2260.00;2900.00;0
2264;201;18;0.70;67.10;671;20;0.02;0.87;0.00;0.47;0.00;1235.00;595.00;1235.00;1
2371;201;19;0.35;36.80;368;20;0.02;0.57;0.00;0.78;0.00;2314.00;1674.00;2314.00;1
2493;201;20;0.95;89.80;898;40;0.02;0.52;0.00;0.59;0.00;2037.00;1397.00;2037.00;0
2547;201;21;0.28;30.60;306;20;0.02;0.23;0.00;0.93;0.00;3195.00;2555.00;3195.00;0
2692;201;22;0.42;43.00;430;30;0.02;0.60;0.00;0.58;0.00;1701.00;1061.00;1701.00;0
2732;201;23;0.23;26.40;264;30;0.02;0.06;0.00;0.95;0.00;3402.00;2762.00;3402.00;0
2839;201;24;0.08;12.50;125;10;0.02;0.57;0.00;0.82;0.00;2320.00;1680.00;2320.00;1
2979;201;25;0.83;79.00;790;10;0.02;0.57;0.00;0.56;0.00;1745.00;1105.00;1745.00;1
3170;201;26;0.65;62.80;628;10;0.02;0.90;0.00;0.45;0.00;1139.00;499.00;1139.00;1
3300;201;27;0.80;76.80;768;20;0.02;0.54;0.00;0.60;0.00;1916.00;1276.00;1916.00;1
3501;201;28;0.02;7.80;78;40;0.02;0.88;0.00;0.38;0.00;647.00;7.00;647.00;1
3702;201;29;0.69;66.70;667;20;0.02;0.99;0.00;0.41;0.00;971.00;331.00;971.00;0
3859;201;30;0.24;27.20;272;30;0.02;0.77;0.00;0.58;0.00;1517.00;877.00;1517.00;1
3960;201;31;0.76;72.80;728;10;0.02;0.55;0.00;0.67;0.00;2388.00;1748.00;2388.00;0
4099;201;32;0.50;50.20;502;20;0.02;0.58;0.00;0.61;0.00;1806.00;1166.00;1806.00;1
4261;201;33;0.67;64.50;645;40;0.02;0.82;0.00;0.51;0.00;1422.00;782.00;1422.00;0
4299;201;34;0.49;48.70;487;10;0.02;0.02;0.00;0.91;0.00;3460.00;2820.00;3460.00;0
4500;201;35;0.26;28.40;284;10;0.02;0.97;0.00;0.46;0.00;1123.00;483.00;1123.00;1
4538;201;36;0.18;22.00;220;20;0.02;0.02;0.00;0.97;0.00;3486.00;2846.00;3486.00;0
4638;201;37;0.71;68.60;686;10;0.02;0.55;0.00;0.72;0.00;2416.00;1776.00;2416.00;1
4839;201;38;0.41;42.20;422;10;0.02;1.00;0.00;0.40;0.00;826.00;186.00;826.00;1
5040;201;39;0.34;35.70;357;20;0.02;0.95;0.00;0.39;0.00;675.00;35.00;675.00;1
5241;201;40;0.32;33.70;337;20;0.02;0.91;0.00;0.38;0.00;673.00;33.00;673.00;1
5442;201;41;0.27;29.60;296;10;0.02;0.99;0.00;0.41;0.00;824.00;184.00;824.00;1
5643;201;42;0.56;55.40;554;10;0.02;0.92;0.00;0.36;0.00;695.00;55.00;695.00;1
5771;201;43;0.47;47.50;475;30;0.02;0.55;0.00;0.66;0.00;1982.00;1342.00;1982.00;0
5831;201;44;0.54;53.50;535;20;0.02;0.27;0.00;0.87;0.00;3088.00;2448.00;3088.00;0
