id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
16;201;1;0.81;76.50;765;9;0.11;0.11;0.00;0.58;0.00;2321.00;1782.00;2321.00;1
60;201;2;0.50;48.30;483;7;0.11;0.11;0.00;0.65;0.00;1778.00;1442.00;1778.00;0
165;201;3;0.44;42.00;420;20;0.11;0.20;0.00;0.41;0.00;1239.00;723.00;1239.00;1
363;201;4;0.44;42.20;422;14;0.11;0.16;0.00;0.15;0.00;312.00;42.00;312.00;1
423;201;5;0.48;46.00;460;26;0.11;0.24;0.00;0.64;0.00;1492.00;1383.00;1492.00;0
572;201;6;1.00;94.70;947;27;0.11;0.21;0.00;0.21;0.00;598.00;319.00;598.00;1
664;201;7;0.62;59.00;590;18;0.11;0.23;0.00;0.52;0.00;1686.00;1106.00;1686.00;1
855;201;8;0.43;41.70;417;22;0.11;0.24;0.00;0.17;0.00;315.00;41.00;315.00;1
937;201;9;0.61;58.20;582;13;0.11;0.20;0.00;0.49;0.00;1330.00;980.00;1330.00;0
987;201;10;0.91;86.20;862;8;0.11;0.07;0.00;0.51;0.00;2120.00;1461.00;2120.00;0
1111;201;11;0.80;75.50;755;5;0.11;0.12;0.00;0.21;0.00;1170.00;627.00;1170.00;1
1153;201;12;0.52;50.00;500;13;0.11;0.11;0.00;0.66;0.00;1828.00;1317.00;1828.00;0
1277;201;13;0.77;73.50;735;9;0.11;0.11;0.00;0.28;0.00;1408.00;769.00;1408.00;1
1392;201;14;0.62;58.80;588;11;0.11;0.14;0.00;0.46;0.00;1178.00;791.00;1178.00;1
1532;201;15;0.97;91.90;919;40;0.11;0.07;0.00;0.29;0.00;793.00;574.00;793.00;0
1608;201;16;0.43;41.10;411;25;0.11;0.22;0.00;0.65;0.00;1452.00;1230.00;1452.00;0
1697;201;17;0.50;48.30;483;10;0.11;0.33;0.00;0.59;0.00;1383.00;1025.00;1383.00;1
1898;201;18;0.09;9.20;92;22;0.11;0.16;0.00;0.17;0.00;93.00;9.00;93.00;1
2046;201;19;0.53;50.90;509;18;0.11;0.16;0.00;0.24;0.00;736.00;462.00;736.00;1
2090;201;20;0.67;64.20;642;17;0.11;0.12;0.00;0.58;0.00;1906.00;1424.00;1906.00;0
2236;201;21;0.83;79.20;792;8;0.11;0.13;0.00;0.22;0.00;796.00;227.00;796.00;1
2324;201;22;0.36;34.40;344;15;0.11;0.22;0.00;0.61;0.00;1955.00;1141.00;1955.00;1
2525;201;23;0.10;10.60;106;19;0.11;0.28;0.00;0.18;0.00;226.00;10.00;226.00;1
2565;201;24;0.73;69.60;696;27;0.11;0.13;0.00;0.63;0.00;1762.00;1562.00;1762.00;0
2593;201;25;0.35;34.20;342;5;0.11;0.13;0.00;0.78;0.00;1829.00;1719.00;1829.00;1
2772;201;26;0.65;62.20;622;8;0.11;0.77;0.00;0.18;0.00;382.00;198.00;382.00;1
2877;201;27;0.92;87.00;870;13;0.11;0.22;0.00;0.34;0.00;1198.00;701.00;1198.00;1
2936;201;28;0.68;64.80;648;20;0.11;0.21;0.00;0.53;0.00;1749.00;1378.00;1749.00;0
3041;201;29;0.79;75.00;750;20;0.11;0.02;0.00;0.43;0.00;1213.00;976.00;1213.00;0
3069;201;30;0.65;62.00;620;14;0.11;0.19;0.00;0.63;0.00;1974.00;1431.00;1974.00;1
3240;201;31;0.79;75.30;753;13;0.11;0.67;0.00;0.18;0.00;668.00;256.00;668.00;1
3385;201;32;0.78;74.20;742;21;0.11;0.00;0.00;0.24;0.00;769.00;550.00;769.00;0
3564;201;33;0.52;49.60;496;12;0.11;0.80;0.00;0.16;0.00;379.00;222.00;379.00;1
3763;201;34;0.29;28.60;286;30;0.11;0.14;0.00;0.16;0.00;380.00;28.00;380.00;1
3916;201;35;0.78;74.40;744;11;0.11;0.21;0.00;0.15;0.00;596.00;285.00;596.00;1
4091;201;36;0.47;44.60;446;13;0.11;0.62;0.00;0.16;0.00;435.00;97.00;435.00;1
4175;201;37;0.74;69.90;699;13;0.11;0.25;0.00;0.40;0.00;1384.00;1126.00;1384.00;1
4299;201;38;0.51;48.90;489;12;0.11;0.13;0.00;0.31;0.00;1241.00;632.00;1241.00;1
4311;201;39;0.36;34.50;345;22;0.11;0.09;0.00;0.86;0.00;2285.00;1647.00;2285.00;1
