id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
24;201;1;0.62;62.00;620;14;0.14;0.04;0.00;0.62;0.00;1942.00;1462.00;1942.00;0
46;201;2;0.53;54.50;545;15;0.14;0.05;0.00;0.67;0.00;1884.00;1404.00;1884.00;0
153;201;3;0.32;36.70;367;10;0.14;0.21;0.00;0.37;0.00;707.00;227.00;707.00;1
354;201;4;0.00;9.20;92;22;0.14;0.19;0.00;0.22;0.00;489.00;9.00;489.00;1
513;201;5;0.62;62.20;622;20;0.14;0.65;0.00;0.31;0.00;624.00;144.00;624.00;1
677;201;6;0.11;18.30;183;10;0.14;0.99;0.00;0.36;0.00;498.00;18.00;498.00;1
878;201;7;0.49;51.10;511;10;0.14;0.22;0.00;0.26;0.00;531.00;51.00;531.00;1
909;201;8;0.57;58.30;583;10;0.14;0.05;0.00;0.63;0.00;1735.00;1255.00;1735.00;0
1068;201;9;0.35;39.00;390;20;0.14;0.96;0.00;0.34;0.00;519.00;39.00;519.00;1
1198;201;10;0.81;78.20;782;10;0.14;0.31;0.00;0.29;0.00;821.00;341.00;821.00;0
1230;201;11;0.64;64.10;641;10;0.14;0.07;0.00;0.60;0.00;1674.00;1194.00;1674.00;0
1388;201;12;0.38;41.60;416;20;0.14;0.97;0.00;0.35;0.00;531.00;51.00;531.00;1
1427;201;13;0.62;62.10;621;18;0.14;0.10;0.00;0.50;0.00;1647.00;1167.00;1647.00;1
1603;201;14;0.17;23.70;237;20;0.14;0.69;0.00;0.34;0.00;570.00;90.00;570.00;1
1762;201;15;0.47;49.00;490;30;0.14;0.95;0.00;0.32;0.00;529.00;49.00;529.00;0
1946;201;16;0.38;42.10;421;10;0.14;0.37;0.00;0.25;0.00;630.00;150.00;630.00;1
1985;201;17;0.37;41.10;411;25;0.14;0.05;0.00;0.60;0.00;1581.00;1101.00;1581.00;1
2105;201;18;0.49;51.00;510;30;0.14;0.30;0.00;0.33;0.00;629.00;149.00;629.00;0
2129;201;19;0.85;82.10;821;2;0.14;0.10;0.00;0.54;0.00;1941.00;1461.00;1941.00;0
2234;201;20;0.60;60.70;607;20;0.14;0.13;0.00;0.34;0.00;805.00;325.00;805.00;0
2312;201;21;0.32;36.80;368;10;0.14;0.05;0.00;0.53;0.00;921.00;441.00;921.00;1
2396;201;22;0.54;55.00;550;20;0.14;0.08;0.00;0.49;0.00;1068.00;588.00;1068.00;1
2502;201;23;0.69;68.50;685;10;0.14;0.23;0.00;0.33;0.00;839.00;359.00;839.00;1
2666;201;24;0.28;32.80;328;6;0.14;1.00;0.00;0.33;0.00;512.00;32.00;512.00;1
2812;201;25;0.84;81.00;810;10;0.14;0.51;0.00;0.29;0.00;770.00;290.00;770.00;1
2942;201;26;0.62;62.40;624;30;0.14;0.30;0.00;0.33;0.00;713.00;233.00;713.00;0
3025;201;27;0.56;57.30;573;36;0.14;0.07;0.00;0.50;0.00;876.00;396.00;876.00;0
