id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
19;201;1;0.62;62.00;620;14;0.17;0.05;0.00;0.64;0.00;1762.00;1642.00;1762.00;0
42;201;2;0.53;54.50;545;15;0.17;0.04;0.00;0.68;0.00;1704.00;1584.00;1704.00;0
178;201;3;0.32;36.70;367;10;0.17;0.51;0.00;0.25;0.00;527.00;407.00;527.00;1
379;201;4;0.00;9.20;92;22;0.17;0.30;0.00;0.21;0.00;129.00;9.00;129.00;1
527;201;5;0.62;62.20;622;20;0.17;0.36;0.00;0.22;0.00;444.00;324.00;444.00;0
718;201;6;0.11;18.30;183;10;0.17;0.76;0.00;0.22;0.00;281.00;161.00;281.00;1
894;201;7;0.49;51.10;511;10;0.17;0.88;0.00;0.22;0.00;349.00;229.00;349.00;1
926;201;8;0.57;58.30;583;10;0.17;0.02;0.00;0.64;0.00;1555.00;1435.00;1555.00;0
1109;201;9;0.35;39.00;390;20;0.17;0.77;0.00;0.24;0.00;300.00;180.00;300.00;1
1211;201;10;0.81;78.20;782;10;0.17;0.10;0.00;0.22;0.00;641.00;521.00;641.00;1
1244;201;11;0.64;64.10;641;10;0.17;0.08;0.00;0.61;0.00;1494.00;1374.00;1494.00;0
1418;201;12;0.38;41.60;416;20;0.17;0.79;0.00;0.24;0.00;351.00;231.00;351.00;1
1452;201;13;0.62;62.10;621;18;0.17;0.09;0.00;0.62;0.00;1467.00;1347.00;1467.00;0
1619;201;14;0.17;23.70;237;20;0.17;0.74;0.00;0.24;0.00;390.00;270.00;390.00;1
1811;201;15;0.47;49.00;490;30;0.17;0.65;0.00;0.22;0.00;256.00;136.00;256.00;1
1963;201;16;0.38;42.10;421;10;0.17;0.66;0.00;0.25;0.00;450.00;330.00;450.00;1
2002;201;17;0.37;41.10;411;25;0.17;0.02;0.00;0.70;0.00;1401.00;1281.00;1401.00;0
2153;201;18;0.49;51.00;510;30;0.17;0.65;0.00;0.23;0.00;449.00;329.00;449.00;1
2172;201;19;0.85;82.10;821;2;0.17;0.10;0.00;0.56;0.00;1761.00;1641.00;1761.00;0
2278;201;20;0.60;60.70;607;20;0.17;0.14;0.00;0.23;0.00;625.00;505.00;625.00;1
2367;201;21;0.32;36.80;368;10;0.17;0.15;0.00;0.29;0.00;741.00;621.00;741.00;1
2437;201;22;0.54;55.00;550;20;0.17;0.07;0.00;0.31;0.00;888.00;768.00;888.00;1
2540;201;23;0.69;68.50;685;10;0.17;0.25;0.00;0.27;0.00;659.00;539.00;659.00;1
2722;201;24;0.28;32.80;328;6;0.17;0.99;0.00;0.23;0.00;329.00;209.00;329.00;1
2833;201;25;0.84;81.00;810;10;0.17;0.14;0.00;0.21;0.00;590.00;470.00;590.00;1
2959;201;26;0.62;62.40;624;30;0.17;0.24;0.00;0.22;0.00;533.00;413.00;533.00;0
3053;201;27;0.56;57.30;573;36;0.17;0.13;0.00;0.27;0.00;696.00;576.00;696.00;0
3254;201;28;0.06;14.70;147;10;0.17;0.43;0.00;0.21;0.00;179.00;59.00;179.00;1
3364;201;29;0.38;41.60;416;10;0.17;0.32;0.00;0.28;0.00;633.00;513.00;633.00;1
3374;201;30;0.22;27.70;277;35;0.17;0.06;0.00;0.89;0.00;2060.00;1940.00;2060.00;1
3544;201;31;0.73;71.80;718;9;0.17;0.65;0.00;0.23;0.00;347.00;227.00;347.00;1
3657;201;32;0.72;70.80;708;20;0.17;0.34;0.00;0.27;0.00;603.00;483.00;603.00;0
3693;201;33;0.58;59.00;590;18;0.17;0.03;0.00;0.66;0.00;1456.00;1336.00;1456.00;1
3721;201;34;0.48;50.00;500;13;0.17;0.03;0.00;0.70;0.00;1632.00;1512.00;1632.00;0
3867;201;35;0.83;79.90;799;10;0.17;0.26;0.00;0.21;0.00;436.00;316.00;436.00;0
3869;201;36;0.42;44.70;447;33;0.17;0.14;0.00;0.84;0.00;2375.00;2255.00;2375.00;0
4063;201;37;0.31;35.70;357;10;0.17;0.49;0.00;0.23;0.00;243.00;123.00;243.00;1
4186;201;38;0.71;70.00;700;10;0.17;0.52;0.00;0.26;0.00;559.00;439.00;559.00;1
4197;201;39;0.33;37.10;371;7;0.17;0.10;0.00;0.83;0.00;2010.00;1890.00;2010.00;0
4358;201;40;0.40;43.00;430;20;0.17;0.73;0.00;0.25;0.00;401.00;281.00;401.00;1
4416;201;41;0.36;39.80;398;21;0.17;0.05;0.00;0.44;0.00;1071.00;951.00;1071.00;1
4601;201;42;0.52;53.70;537;10;0.17;0.43;0.00;0.20;0.00;275.00;155.00;275.00;1
4754;201;43;0.33;37.50;375;20;0.17;0.67;0.00;0.24;0.00;434.00;314.00;434.00;1
4817;201;44;0.64;63.90;639;10;0.17;0.07;0.00;0.34;0.00;945.00;825.00;945.00;1
4973;201;45;0.66;66.00;660;20;0.17;0.47;0.00;0.25;0.00;416.00;296.00;416.00;0
5074;201;46;0.59;59.60;596;10;0.17;0.11;0.00;0.24;0.00;673.00;553.00;673.00;0
5275;201;47;0.25;30.20;302;20;0.17;0.42;0.00;0.20;0.00;181.00;61.00;181.00;1
5475;201;48;0.31;35.30;353;20;0.17;0.52;0.00;0.21;0.00;201.00;81.00;201.00;1
5656;201;49;0.14;21.10;211;10;0.17;0.92;0.00;0.23;0.00;339.00;219.00;339.00;1
5710;201;50;0.75;73.50;735;9;0.17;0.12;0.00;0.38;0.00;1148.00;1028.00;1148.00;1
5807;201;51;0.67;66.40;664;32;0.17;0.14;0.00;0.27;0.00;671.00;551.00;671.00;0
5888;201;52;0.76;73.80;738;12;0.17;0.15;0.00;0.28;0.00;797.00;677.00;797.00;1
6015;201;53;1.00;94.70;947;27;0.17;0.46;0.00;0.24;0.00;519.00;399.00;519.00;1
6216;201;54;0.17;24.00;240;32;0.17;0.39;0.00;0.21;0.00;156.00;36.00;156.00;1
6265;201;55;0.50;51.80;518;25;0.17;0.05;0.00;0.59;0.00;1252.00;1132.00;1252.00;0
6410;201;56;0.68;67.40;674;20;0.17;0.42;0.00;0.26;0.00;461.00;341.00;461.00;0
6602;201;57;0.35;39.00;390;20;0.17;0.68;0.00;0.23;0.00;257.00;137.00;257.00;1
6678;201;58;0.45;47.40;474;10;0.17;0.09;0.00;0.26;0.00;809.00;689.00;809.00;1
6838;201;59;0.40;43.40;434;10;0.17;0.55;0.00;0.25;0.00;407.00;287.00;407.00;1
6860;201;60;0.64;64.20;642;17;0.17;0.07;0.00;0.63;0.00;1725.00;1605.00;1725.00;0
6990;201;61;0.77;75.30;753;13;0.17;0.55;0.00;0.23;0.00;522.00;402.00;522.00;1
7128;201;62;0.63;62.70;627;20;0.17;0.33;0.00;0.22;0.00;488.00;368.00;488.00;0
7310;201;63;0.39;42.80;428;9;0.17;0.74;0.00;0.22;0.00;311.00;191.00;311.00;1
7321;201;64;0.09;17.20;172;23;0.17;0.03;0.00;0.93;0.00;2046.00;1926.00;2046.00;1
7440;201;65;0.82;79.20;792;8;0.17;0.48;0.00;0.25;0.00;572.00;452.00;572.00;1
7468;201;66;0.29;34.40;344;15;0.17;0.08;0.00;0.81;0.00;1608.00;1488.00;1608.00;1
7477;201;67;0.04;12.60;126;27;0.17;0.04;0.00;0.96;0.00;2124.00;2004.00;2124.00;1
7640;201;68;0.51;52.60;526;40;0.17;0.79;0.00;0.23;0.00;401.00;281.00;401.00;0
7750;201;69;0.50;52.30;523;10;0.17;0.18;0.00;0.25;0.00;605.00;485.00;605.00;1
7784;201;70;0.65;65.10;651;3;0.17;0.12;0.00;0.60;0.00;1475.00;1355.00;1475.00;1
7842;201;71;0.64;63.80;638;34;0.17;0.06;0.00;0.33;0.00;1055.00;935.00;1055.00;1
7945;201;72;0.28;33.50;335;30;0.17;0.23;0.00;0.27;0.00;660.00;540.00;660.00;1
7983;201;73;0.63;63.20;632;12;0.17;0.10;0.00;0.53;0.00;1410.00;1290.00;1410.00;0
8054;201;74;0.82;79.70;797;19;0.17;0.08;0.00;0.28;0.00;886.00;766.00;886.00;0
8062;201;75;0.74;72.60;726;21;0.17;0.11;0.00;0.62;0.00;2091.00;1971.00;2091.00;1
8086;201;76;0.50;52.00;520;26;0.17;0.05;0.00;0.69;0.00;1684.00;1564.00;1684.00;0
8177;201;77;0.81;78.20;782;10;0.17;0.14;0.00;0.22;0.00;696.00;576.00;696.00;0
8319;201;78;0.14;21.40;214;10;0.17;0.53;0.00;0.25;0.00;497.00;377.00;497.00;1
8368;201;79;0.28;33.10;331;9;0.17;0.08;0.00;0.56;0.00;1245.00;1125.00;1245.00;1
8419;201;80;0.57;58.20;582;13;0.17;0.05;0.00;0.49;0.00;1215.00;1095.00;1215.00;1
8464;201;81;0.47;49.40;494;21;0.17;0.04;0.00;0.62;0.00;1331.00;1211.00;1331.00;0
8494;201;82;0.16;22.80;228;16;0.17;0.06;0.00;0.85;0.00;1545.00;1425.00;1545.00;1
8500;201;83;0.79;76.50;765;9;0.17;0.14;0.00;0.63;0.00;2112.00;1992.00;2112.00;1
8686;201;84;0.49;51.00;510;10;0.17;0.33;0.00;0.21;0.00;264.00;144.00;264.00;1
8854;201;85;0.66;65.80;658;20;0.17;0.60;0.00;0.25;0.00;364.00;244.00;364.00;0
8933;201;86;0.61;61.20;612;10;0.17;0.10;0.00;0.29;0.00;819.00;699.00;819.00;1
8990;201;87;0.44;46.50;465;18;0.17;0.10;0.00;0.36;0.00;1047.00;927.00;1047.00;1
9166;201;88;0.51;52.80;528;27;0.17;0.59;0.00;0.22;0.00;332.00;212.00;332.00;1
9297;201;89;0.27;32.30;323;18;0.17;0.57;0.00;0.27;0.00;537.00;417.00;537.00;1
9357;201;90;0.59;59.40;594;29;0.17;0.07;0.00;0.35;0.00;1041.00;921.00;1041.00;1
9409;201;91;0.75;73.10;731;13;0.17;0.11;0.00;0.44;0.00;1174.00;1054.00;1174.00;1
9610;201;92;0.08;15.80;158;37;0.17;0.42;0.00;0.22;0.00;164.00;44.00;164.00;1
9636;201;93;0.65;64.80;648;20;0.17;0.10;0.00;0.61;0.00;1623.00;1503.00;1623.00;0
9754;201;94;0.86;82.80;828;10;0.17;0.48;0.00;0.25;0.00;578.00;458.00;578.00;0
9814;201;95;0.79;76.40;764;1;0.17;0.12;0.00;0.32;0.00;1015.00;895.00;1015.00;1
9843;201;96;0.33;37.50;375;15;0.17;0.02;0.00;0.76;0.00;1608.00;1488.00;1608.00;1
9856;201;97;0.36;40.30;403;20;0.17;0.11;0.00;0.77;0.00;1903.00;1783.00;1903.00;1
9998;201;98;0.37;41.10;411;20;0.17;0.64;0.00;0.25;0.00;496.00;376.00;496.00;1
10124;201;99;0.85;82.20;822;30;0.17;0.48;0.00;0.25;0.00;534.00;414.00;534.00;0
10325;201;100;0.27;32.20;322;20;0.17;0.44;0.00;0.22;0.00;189.00;69.00;189.00;1
10393;201;101;0.92;87.90;879;28;0.17;0.10;0.00;0.27;0.00;902.00;782.00;902.00;0
10576;201;102;0.40;43.00;430;10;0.17;0.92;0.00;0.23;0.00;317.00;197.00;317.00;1
10723;201;103;0.64;64.00;640;8;0.17;0.57;0.00;0.22;0.00;452.00;332.00;452.00;1
10844;201;104;0.86;82.90;829;10;0.17;0.18;0.00;0.21;0.00;537.00;417.00;537.00;1
10967;201;105;0.56;57.30;573;20;0.17;0.22;0.00;0.24;0.00;545.00;425.00;545.00;1
11033;201;106;0.69;68.40;684;43;0.17;0.08;0.00;0.30;0.00;929.00;809.00;929.00;0
11079;201;107;0.38;41.70;417;17;0.17;0.02;0.00;0.64;0.00;1316.00;1196.00;1316.00;1
11213;201;108;0.68;67.60;676;20;0.17;0.60;0.00;0.26;0.00;507.00;387.00;507.00;0
11301;201;109;0.80;77.40;774;20;0.17;0.29;0.00;0.27;0.00;732.00;612.00;732.00;0
11370;201;110;0.51;52.80;528;18;0.17;0.08;0.00;0.34;0.00;880.00;760.00;880.00;1
11452;201;111;0.97;91.90;919;40;0.17;0.13;0.00;0.26;0.00;743.00;623.00;743.00;0
11542;201;112;0.76;74.20;742;21;0.17;0.26;0.00;0.27;0.00;719.00;599.00;719.00;0
11636;201;113;0.47;49.50;495;10;0.17;0.13;0.00;0.25;0.00;708.00;588.00;708.00;1
11720;201;114;0.65;64.80;648;30;0.17;0.22;0.00;0.29;0.00;765.00;645.00;765.00;0
11762;201;115;0.72;70.40;704;18;0.17;0.06;0.00;0.56;0.00;1359.00;1239.00;1359.00;1
11806;201;116;0.71;69.90;699;13;0.17;0.10;0.00;0.48;0.00;1315.00;1195.00;1315.00;1
11901;201;117;0.67;66.80;668;20;0.17;0.24;0.00;0.28;0.00;707.00;587.00;707.00;0
12042;201;118;0.67;66.50;665;10;0.17;0.22;0.00;0.22;0.00;463.00;343.00;463.00;1
12173;201;119;0.36;40.10;401;10;0.17;0.60;0.00;0.26;0.00;540.00;420.00;540.00;1
12187;201;120;0.44;46.60;466;5;0.17;0.09;0.00;0.75;0.00;1871.00;1751.00;1871.00;0
12235;201;121;0.60;60.60;606;21;0.17;0.04;0.00;0.57;0.00;1266.00;1146.00;1266.00;1
12318;201;122;0.79;77.10;771;40;0.17;0.17;0.00;0.22;0.00;744.00;624.00;744.00;0
12363;201;123;0.97;92.00;920;10;0.17;0.14;0.00;0.43;0.00;1285.00;1165.00;1285.00;1
12531;201;124;0.35;39.30;393;20;0.17;0.83;0.00;0.24;0.00;385.00;265.00;385.00;1
12609;201;125;0.80;77.20;772;10;0.17;0.10;0.00;0.27;0.00;827.00;707.00;827.00;0
12653;201;126;0.47;49.70;497;4;0.17;0.08;0.00;0.56;0.00;1316.00;1196.00;1316.00;1
12815;201;127;0.55;55.90;559;20;0.17;0.33;0.00;0.22;0.00;381.00;261.00;381.00;1
12967;201;128;0.81;78.20;782;30;0.17;0.36;0.00;0.24;0.00;416.00;296.00;416.00;0
13043;201;129;0.45;47.80;478;30;0.17;0.08;0.00;0.31;0.00;838.00;718.00;838.00;1
13155;201;130;0.09;17.00;170;10;0.17;0.24;0.00;0.26;0.00;606.00;486.00;606.00;1
13354;201;131;0.32;36.30;363;23;0.17;0.54;0.00;0.21;0.00;205.00;85.00;205.00;1
13506;201;132;0.14;21.00;210;20;0.17;0.65;0.00;0.24;0.00;448.00;328.00;448.00;1
13691;201;133;0.38;42.00;420;20;0.17;0.89;0.00;0.24;0.00;309.00;189.00;309.00;1
13762;201;134;0.42;45.40;454;20;0.17;0.11;0.00;0.27;0.00;861.00;741.00;861.00;1
13792;201;135;0.55;56.30;563;20;0.17;0.09;0.00;0.65;0.00;1527.00;1407.00;1527.00;0
13913;201;136;0.29;34.00;340;20;0.17;0.39;0.00;0.25;0.00;579.00;459.00;579.00;1
13964;201;137;0.73;71.40;714;16;0.17;0.16;0.00;0.33;0.00;1165.00;1045.00;1165.00;1
14054;201;138;0.58;58.80;588;10;0.17;0.13;0.00;0.24;0.00;717.00;597.00;717.00;1
14154;201;139;0.35;39.40;394;20;0.17;0.22;0.00;0.29;0.00;689.00;569.00;689.00;1
14355;201;140;0.14;21.30;213;16;0.17;0.29;0.00;0.21;0.00;146.00;26.00;146.00;1
14375;201;141;0.72;70.90;709;24;0.17;0.08;0.00;0.61;0.00;1782.00;1662.00;1782.00;0
14576;201;142;0.02;10.60;106;19;0.17;0.33;0.00;0.21;0.00;130.00;10.00;130.00;1
14725;201;143;0.40;43.00;430;30;0.17;0.53;0.00;0.26;0.00;453.00;333.00;453.00;1
14786;201;144;0.78;75.50;755;5;0.17;0.14;0.00;0.31;0.00;959.00;839.00;959.00;1
