id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
7;201;1;0.81;76.50;765;9;0.11;0.06;0.00;0.63;0.00;2172.00;1932.00;2172.00;0
38;201;2;0.50;48.30;483;7;0.11;0.18;0.00;0.74;0.00;1730.00;1490.00;1730.00;0
107;201;3;0.44;42.00;420;20;0.11;0.97;0.00;0.69;0.00;2483.00;0.00;2483.00;0
297;201;4;0.44;42.20;422;14;0.11;0.52;0.00;0.24;0.00;2483.00;0.00;2483.00;1
423;201;5;0.48;46.00;460;26;0.11;0.31;0.00;0.45;0.00;2479.00;0.00;2479.00;1
576;201;6;1.00;94.70;947;27;0.11;0.19;0.00;0.33;0.00;579.00;339.00;579.00;0
636;201;7;0.62;59.00;590;18;0.11;0.69;0.00;0.70;0.00;1516.00;1276.00;1516.00;0
826;201;8;0.43;41.70;417;22;0.11;0.33;0.00;0.29;0.00;287.00;47.00;287.00;1
919;201;9;0.61;58.20;582;13;0.11;0.23;0.00;0.59;0.00;1275.00;1035.00;1275.00;1
938;201;10;0.91;86.20;862;8;0.11;0.09;0.00;0.59;0.00;1910.00;1670.00;1910.00;0
1055;201;11;0.80;75.50;755;5;0.11;0.38;0.00;0.37;0.00;2450.00;0.00;2450.00;1
1124;201;12;0.52;50.00;500;13;0.11;0.95;0.00;0.66;0.00;2475.00;0.00;2475.00;1
1305;201;13;0.77;73.50;735;9;0.11;0.35;0.00;0.24;0.00;2452.00;0.00;2452.00;1
1423;201;14;0.62;58.80;588;11;0.11;0.38;0.00;0.39;0.00;2467.00;0.00;2467.00;1
1482;201;15;0.97;91.90;919;40;0.11;0.30;0.00;0.48;0.00;2434.00;0.00;2434.00;0
1562;201;16;0.43;41.10;411;25;0.11;0.70;0.00;0.77;0.00;1461.00;1221.00;1461.00;1
1656;201;17;0.50;48.30;483;10;0.11;0.44;0.00;0.71;0.00;1324.00;1084.00;1324.00;1
1727;201;18;0.09;9.20;92;22;0.11;0.79;0.00;0.84;0.00;2516.00;0.00;2516.00;0
1915;201;19;0.53;50.90;509;18;0.11;0.50;0.00;0.27;0.00;2475.00;0.00;2475.00;1
1942;201;20;0.67;64.20;642;17;0.11;0.13;0.00;0.68;0.00;1785.00;1545.00;1785.00;0
2093;201;21;0.83;79.20;792;8;0.11;0.19;0.00;0.35;0.00;632.00;392.00;632.00;1
2128;201;22;0.36;34.40;344;15;0.11;0.23;0.00;0.83;0.00;1668.00;1428.00;1668.00;0
2258;201;23;0.10;10.60;106;19;0.11;0.15;0.00;0.46;0.00;2515.00;0.00;2515.00;1
2285;201;24;0.73;69.60;696;27;0.11;0.14;0.00;0.66;0.00;1782.00;1542.00;1782.00;0
2477;201;25;0.35;34.20;342;5;0.11;0.52;0.00;0.25;0.00;2491.00;0.00;2491.00;1
2647;201;26;0.65;62.20;622;8;0.11;0.34;0.00;0.32;0.00;410.00;170.00;410.00;1
2706;201;27;0.92;87.00;870;13;0.11;0.38;0.00;0.52;0.00;2438.00;0.00;2438.00;0
2737;201;28;0.68;64.80;648;20;0.11;0.17;0.00;0.64;0.00;1683.00;1443.00;1683.00;0
2831;201;29;0.79;75.00;750;20;0.11;0.14;0.00;0.53;0.00;1214.00;974.00;1214.00;1
2899;201;30;0.65;62.00;620;14;0.11;0.70;0.00;0.62;0.00;2463.00;0.00;2463.00;1
3078;201;31;0.79;75.30;753;13;0.11;0.36;0.00;0.24;0.00;2450.00;0.00;2450.00;1
3222;201;32;0.78;74.20;742;21;0.11;0.12;0.00;0.39;0.00;779.00;539.00;779.00;0
3290;201;33;0.52;49.60;496;12;0.11;0.85;0.00;0.64;0.00;2476.00;0.00;2476.00;1
3484;201;34;0.29;28.60;286;30;0.11;0.33;0.00;0.26;0.00;268.00;28.00;268.00;1
3642;201;35;0.78;74.40;744;11;0.11;0.21;0.00;0.30;0.00;560.00;320.00;560.00;1
3814;201;36;0.47;44.60;446;13;0.11;0.37;0.00;0.28;0.00;386.00;146.00;386.00;1
3905;201;37;0.74;69.90;699;13;0.11;0.49;0.00;0.58;0.00;1375.00;1135.00;1375.00;1
4030;201;38;0.51;48.90;489;12;0.11;0.45;0.00;0.44;0.00;2477.00;0.00;2477.00;1
4041;201;39;0.36;34.50;345;22;0.11;0.06;0.00;0.87;0.00;2086.00;1846.00;2086.00;0
4214;201;40;0.93;88.30;883;24;0.11;0.39;0.00;0.00;0.00;2437.00;0.00;2437.00;1
4413;201;41;0.17;17.00;170;8;0.11;0.20;0.00;0.28;0.00;257.00;17.00;257.00;1
4480;201;42;0.56;53.10;531;20;0.11;0.74;0.00;0.67;0.00;2472.00;0.00;2472.00;0
4665;201;43;0.60;57.30;573;36;0.11;0.48;0.00;0.27;0.00;2468.00;0.00;2468.00;1
4793;201;44;0.78;73.80;738;12;0.11;0.18;0.00;0.42;0.00;857.00;617.00;857.00;0
4862;201;45;0.36;35.10;351;15;0.11;0.83;0.00;0.77;0.00;2490.00;0.00;2490.00;0
4873;201;46;0.76;72.60;726;21;0.11;0.06;0.00;0.66;0.00;2151.00;1911.00;2151.00;0
5045;201;47;0.34;32.80;328;6;0.11;0.37;0.00;0.31;0.00;389.00;149.00;389.00;1
5107;201;48;0.73;69.00;690;10;0.11;0.50;0.00;0.61;0.00;2456.00;0.00;2456.00;1
5295;201;49;0.52;49.70;497;15;0.11;0.53;0.00;0.27;0.00;2476.00;0.00;2476.00;1
5413;201;50;0.72;68.20;682;15;0.11;0.38;0.00;0.39;0.00;2457.00;0.00;2457.00;1
5477;201;51;0.75;71.60;716;20;0.11;0.41;0.00;0.55;0.00;2454.00;0.00;2454.00;1
5488;201;52;0.39;37.10;371;7;0.11;0.06;0.00;0.84;0.00;2070.00;1830.00;2070.00;0
5499;201;53;0.17;17.20;172;23;0.11;0.06;0.00;0.97;0.00;2106.00;1866.00;2106.00;1
5524;201;54;0.64;61.00;610;15;0.11;0.11;0.00;0.68;0.00;1862.00;1622.00;1862.00;0
5569;201;55;0.23;22.80;228;16;0.11;0.43;0.00;0.86;0.00;1605.00;1365.00;1605.00;0
5695;201;56;0.35;34.00;340;22;0.11;0.27;0.00;0.41;0.00;2491.00;0.00;2491.00;1
5762;201;57;0.47;45.00;450;20;0.11;0.94;0.00;0.74;0.00;2480.00;0.00;2480.00;0
5845;201;58;0.48;46.30;463;26;0.11;0.65;0.00;0.75;0.00;1435.00;1195.00;1435.00;1
5963;201;59;0.80;76.40;764;1;0.11;0.34;0.00;0.33;0.00;2449.00;0.00;2449.00;1
6032;201;60;0.39;37.60;376;34;0.11;0.76;0.00;0.76;0.00;2488.00;0.00;2488.00;0
6204;201;61;0.39;37.50;375;13;0.11;0.38;0.00;0.30;0.00;390.00;150.00;390.00;1
6393;201;62;0.42;40.30;403;20;0.11;0.38;0.00;0.27;0.00;281.00;41.00;281.00;1
6463;201;63;0.44;42.00;420;32;0.11;0.97;0.00;0.68;0.00;2483.00;0.00;2483.00;1
6649;201;64;0.67;64.10;641;10;0.11;0.49;0.00;0.24;0.00;2461.00;0.00;2461.00;1
6815;201;65;0.48;46.20;462;9;0.11;0.28;0.00;0.32;0.00;483.00;243.00;483.00;1
6913;201;66;0.64;61.00;610;13;0.11;0.10;0.00;0.61;0.00;1116.00;876.00;1116.00;0
7112;201;67;0.16;15.80;158;37;0.11;0.23;0.00;0.26;0.00;2510.00;0.00;2510.00;1
7229;201;68;0.76;72.40;724;16;0.11;0.39;0.00;0.39;0.00;2453.00;0.00;2453.00;1
7322;201;69;0.35;33.70;337;17;0.11;0.46;0.00;0.77;0.00;1342.00;1102.00;1342.00;1
7517;201;70;0.27;26.40;264;1;0.11;0.45;0.00;0.25;0.00;2499.00;0.00;2499.00;1
7639;201;71;0.73;69.00;690;25;0.11;0.47;0.00;0.38;0.00;2456.00;0.00;2456.00;1
7708;201;72;0.47;44.70;447;33;0.11;0.83;0.00;0.69;0.00;2481.00;0.00;2481.00;0
7897;201;73;0.45;43.10;431;31;0.11;0.53;0.00;0.25;0.00;2482.00;0.00;2482.00;1
8091;201;74;0.33;31.80;318;19;0.11;0.33;0.00;0.26;0.00;271.00;31.00;271.00;1
8160;201;75;0.35;34.10;341;17;0.11;0.74;0.00;0.77;0.00;2491.00;0.00;2491.00;0
8192;201;76;0.84;79.50;795;10;0.11;0.19;0.00;0.58;0.00;1671.00;1431.00;1671.00;0
8318;201;77;0.44;42.00;420;12;0.11;0.37;0.00;0.41;0.00;2483.00;0.00;2483.00;1
8454;201;78;0.27;26.10;261;9;0.11;0.00;0.00;0.53;0.00;844.00;604.00;844.00;1
8641;201;79;0.55;52.80;528;27;0.11;0.52;0.00;0.25;0.00;2473.00;0.00;2473.00;1
8772;201;80;0.00;1.00;10;9;0.11;0.13;0.00;0.47;0.00;2524.00;0.00;2524.00;1
8840;201;81;0.62;59.40;594;29;0.11;0.50;0.00;0.61;0.00;2466.00;0.00;2466.00;1
8872;201;82;0.39;37.50;375;15;0.11;0.20;0.00;0.79;0.00;1668.00;1428.00;1668.00;0
8987;201;83;0.61;58.30;583;10;0.11;0.37;0.00;0.40;0.00;2467.00;0.00;2467.00;1
9072;201;84;0.74;70.40;704;18;0.11;0.59;0.00;0.63;0.00;1419.00;1179.00;1419.00;1
9082;201;85;0.57;54.80;548;1;0.11;0.06;0.00;0.77;0.00;2189.00;1949.00;2189.00;0
9093;201;86;0.27;26.10;261;26;0.11;0.06;0.00;0.95;0.00;2148.00;1908.00;2148.00;0
9164;201;87;0.37;36.00;360;21;0.11;1.00;0.00;0.73;0.00;2489.00;0.00;2489.00;0
9317;201;88;0.73;69.30;693;39;0.11;0.19;0.00;0.34;0.00;636.00;396.00;636.00;1
9409;201;89;0.41;39.30;393;9;0.11;0.60;0.00;0.76;0.00;1357.00;1117.00;1357.00;1
9513;201;90;0.62;59.40;594;7;0.11;0.11;0.00;0.59;0.00;1005.00;765.00;1005.00;1
9670;201;91;0.63;59.80;598;20;0.11;0.21;0.00;0.36;0.00;556.00;316.00;556.00;1
9796;201;92;0.38;36.70;367;15;0.11;0.35;0.00;0.42;0.00;2489.00;0.00;2489.00;1
9835;201;93;0.86;82.00;820;25;0.11;0.32;0.00;0.59;0.00;1585.00;1345.00;1585.00;0
10018;201;94;0.65;61.60;616;15;0.11;0.48;0.00;0.24;0.00;2464.00;0.00;2464.00;1
10183;201;95;0.62;58.70;587;16;0.11;0.26;0.00;0.33;0.00;489.00;249.00;489.00;1
