id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
3;201;1;0.81;76.50;765;9;0.09;0.06;0.00;0.63;0.00;2172.00;1932.00;2172.00;0
21;201;2;0.50;48.30;483;7;0.09;0.24;0.00;0.75;0.00;1730.00;1490.00;1730.00;0
79;201;3;0.44;42.00;420;20;0.09;0.46;0.00;0.73;0.00;2483.00;0.00;2483.00;1
256;201;4;0.44;42.20;422;14;0.09;0.57;0.00;0.23;0.00;2483.00;0.00;2483.00;1
368;201;5;0.48;46.00;460;26;0.09;0.50;0.00;0.50;0.00;2479.00;0.00;2479.00;1
416;201;6;1.00;94.70;947;27;0.09;0.94;0.00;0.56;0.00;2431.00;0.00;2431.00;0
467;201;7;0.62;59.00;590;18;0.09;0.98;0.00;0.75;0.00;1516.00;1276.00;1516.00;0
645;201;8;0.43;41.70;417;22;0.09;0.54;0.00;0.25;0.00;287.00;47.00;287.00;1
729;201;9;0.61;58.20;582;13;0.09;0.13;0.00;0.62;0.00;1275.00;1035.00;1275.00;1
899;201;10;0.91;86.20;862;8;0.09;0.59;0.00;0.21;0.00;2439.00;0.00;2439.00;1
1005;201;11;0.80;75.50;755;5;0.09;0.32;0.00;0.55;0.00;2450.00;0.00;2450.00;1
1063;201;12;0.52;50.00;500;13;0.09;0.48;0.00;0.68;0.00;2475.00;0.00;2475.00;1
1233;201;13;0.77;73.50;735;9;0.09;0.59;0.00;0.25;0.00;2452.00;0.00;2452.00;1
1345;201;14;0.62;58.80;588;11;0.09;0.51;0.00;0.40;0.00;2467.00;0.00;2467.00;1
1388;201;15;0.97;91.90;919;40;0.09;0.80;0.00;0.55;0.00;2434.00;0.00;2434.00;0
1460;201;16;0.43;41.10;411;25;0.09;0.67;0.00;0.84;0.00;1461.00;1221.00;1461.00;1
1545;201;17;0.50;48.30;483;10;0.09;0.23;0.00;0.77;0.00;1324.00;1084.00;1324.00;1
1603;201;18;0.09;9.20;92;22;0.09;0.85;0.00;0.93;0.00;2516.00;0.00;2516.00;0
1777;201;19;0.53;50.90;509;18;0.09;0.55;0.00;0.24;0.00;2475.00;0.00;2475.00;1
1791;201;20;0.67;64.20;642;17;0.09;0.14;0.00;0.68;0.00;1785.00;1545.00;1785.00;0
1934;201;21;0.83;79.20;792;8;0.09;0.10;0.00;0.38;0.00;632.00;392.00;632.00;1
1969;201;22;0.36;34.40;344;15;0.09;0.67;0.00;0.89;0.00;1668.00;1428.00;1668.00;0
2087;201;23;0.10;10.60;106;19;0.09;0.10;0.00;0.47;0.00;2515.00;0.00;2515.00;1
2138;201;24;0.73;69.60;696;27;0.09;0.99;0.00;0.69;0.00;2456.00;0.00;2456.00;0
2319;201;25;0.35;34.20;342;5;0.09;0.61;0.00;0.23;0.00;2491.00;0.00;2491.00;1
2429;201;26;0.65;62.20;622;8;0.09;0.52;0.00;0.45;0.00;2463.00;0.00;2463.00;1
2477;201;27;0.92;87.00;870;13;0.09;0.97;0.00;0.60;0.00;2438.00;0.00;2438.00;0
2647;201;28;0.68;64.80;648;20;0.09;0.59;0.00;0.27;0.00;2461.00;0.00;2461.00;1
2753;201;29;0.79;75.00;750;20;0.09;0.34;0.00;0.37;0.00;2450.00;0.00;2450.00;1
2807;201;30;0.65;62.00;620;14;0.09;0.45;0.00;0.59;0.00;2463.00;0.00;2463.00;1
