id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
186;201;1;0.62;62.00;620;14;0.10;0.60;0.00;0.19;0.00;2463.00;0.00;2463.00;1
194;201;2;0.53;54.50;545;15;0.10;0.05;0.00;0.72;0.00;1704.00;1584.00;1704.00;0
241;201;3;0.32;36.70;367;10;0.10;0.87;0.00;0.81;0.00;2489.00;0.00;2489.00;0
442;201;4;0.00;9.20;92;22;0.10;0.52;0.00;0.24;0.00;129.00;9.00;129.00;1
543;201;5;0.62;62.20;622;20;0.10;0.44;0.00;0.44;0.00;2463.00;0.00;2463.00;1
592;201;6;0.11;18.30;183;10;0.10;0.86;0.00;0.87;0.00;2507.00;0.00;2507.00;1
751;201;7;0.49;51.10;511;10;0.10;0.08;0.00;0.29;0.00;349.00;229.00;349.00;1
763;201;8;0.57;58.30;583;10;0.10;0.03;0.00;0.68;0.00;1555.00;1435.00;1555.00;0
809;201;9;0.35;39.00;390;20;0.10;0.77;0.00;0.79;0.00;2486.00;0.00;2486.00;0
990;201;10;0.81;78.20;782;10;0.10;0.41;0.00;0.18;0.00;2447.00;0.00;2447.00;1
1003;201;11;0.64;64.10;641;10;0.10;0.09;0.00;0.66;0.00;1494.00;1374.00;1494.00;0
1048;201;12;0.38;41.60;416;20;0.10;0.75;0.00;0.78;0.00;2484.00;0.00;2484.00;1
1234;201;13;0.62;62.10;621;18;0.10;0.66;0.00;0.19;0.00;2463.00;0.00;2463.00;1
1387;201;14;0.17;23.70;237;20;0.10;0.05;0.00;0.30;0.00;390.00;270.00;390.00;1
1432;201;15;0.47;49.00;490;30;0.10;0.95;0.00;0.76;0.00;2476.00;0.00;2476.00;0
1627;201;16;0.38;42.10;421;10;0.10;0.48;0.00;0.27;0.00;2483.00;0.00;2483.00;1
1732;201;17;0.37;41.10;411;25;0.10;0.57;0.00;0.52;0.00;2484.00;0.00;2484.00;1
1777;201;18;0.49;51.00;510;30;0.10;0.98;0.00;0.75;0.00;2474.00;0.00;2474.00;0
1957;201;19;0.85;82.10;821;2;0.10;0.36;0.00;0.18;0.00;2443.00;0.00;2443.00;1
2083;201;20;0.60;60.70;607;20;0.10;0.03;0.00;0.38;0.00;625.00;505.00;625.00;1
2196;201;21;0.32;36.80;368;10;0.10;0.70;0.00;0.58;0.00;741.00;621.00;741.00;1
2272;201;22;0.54;55.00;550;20;0.10;0.12;0.00;0.54;0.00;888.00;768.00;888.00;1
2398;201;23;0.69;68.50;685;10;0.10;0.01;0.00;0.43;0.00;659.00;539.00;659.00;1
2559;201;24;0.28;32.80;328;6;0.10;0.08;0.00;0.29;0.00;329.00;209.00;329.00;1
2687;201;25;0.84;81.00;810;10;0.10;0.05;0.00;0.32;0.00;590.00;470.00;590.00;1
2788;201;26;0.62;62.40;624;30;0.10;0.44;0.00;0.44;0.00;2463.00;0.00;2463.00;1
2910;201;27;0.56;57.30;573;36;0.10;0.15;0.00;0.49;0.00;696.00;576.00;696.00;0
3111;201;28;0.06;14.70;147;10;0.10;0.29;0.00;0.25;0.00;2511.00;0.00;2511.00;1
3217;201;29;0.38;41.60;416;10;0.10;0.72;0.00;0.57;0.00;2484.00;0.00;2484.00;1
3221;201;30;0.22;27.70;277;35;0.10;0.04;0.00;0.90;0.00;2060.00;1940.00;2060.00;0
3377;201;31;0.73;71.80;718;9;0.10;0.07;0.00;0.26;0.00;347.00;227.00;347.00;1
3480;201;32;0.72;70.80;708;20;0.10;0.79;0.00;0.47;0.00;2455.00;0.00;2455.00;0
3525;201;33;0.58;59.00;590;18;0.10;0.60;0.00;0.70;0.00;2466.00;0.00;2466.00;1
3719;201;34;0.48;50.00;500;13;0.10;0.69;0.00;0.20;0.00;2475.00;0.00;2475.00;1
3862;201;35;0.83;79.90;799;10;0.10;0.08;0.00;0.25;0.00;436.00;316.00;436.00;0
3908;201;36;0.42;44.70;447;33;0.10;0.93;0.00;0.77;0.00;2481.00;0.00;2481.00;0
4082;201;37;0.31;35.70;357;10;0.10;0.36;0.00;0.25;0.00;243.00;123.00;243.00;1
4215;201;38;0.71;70.00;700;10;0.10;0.02;0.00;0.40;0.00;559.00;439.00;559.00;1
4262;201;39;0.33;37.10;371;7;0.10;0.86;0.00;0.79;0.00;2488.00;0.00;2488.00;1
4415;201;40;0.40;43.00;430;20;0.10;0.05;0.00;0.33;0.00;401.00;281.00;401.00;1
4481;201;41;0.36;39.80;398;21;0.10;0.03;0.00;0.64;0.00;1071.00;951.00;1071.00;1
