id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
14;201;1;0.81;76.50;765;9;0.15;0.23;0.00;0.60;0.00;2316.00;1788.00;2316.00;1
60;201;2;0.50;48.30;483;7;0.15;0.17;0.00;0.70;0.00;1838.00;1382.00;1838.00;0
158;201;3;0.44;42.00;420;20;0.15;0.28;0.00;0.42;0.00;1164.00;799.00;1164.00;1
357;201;4;0.44;42.20;422;14;0.15;0.73;0.00;0.16;0.00;497.00;42.00;497.00;1
421;201;5;0.48;46.00;460;26;0.15;0.61;0.00;0.64;0.00;1664.00;1211.00;1664.00;0
565;201;6;1.00;94.70;947;27;0.15;0.15;0.00;0.28;0.00;648.00;269.00;648.00;0
649;201;7;0.62;59.00;590;18;0.15;0.36;0.00;0.48;0.00;1637.00;1156.00;1637.00;1
834;201;8;0.43;41.70;417;22;0.15;0.89;0.00;0.15;0.00;629.00;41.00;629.00;1
918;201;9;0.61;58.20;582;13;0.15;0.44;0.00;0.51;0.00;1381.00;928.00;1381.00;0
956;201;10;0.91;86.20;862;8;0.15;0.28;0.00;0.54;0.00;2020.00;1561.00;2020.00;0
1084;201;11;0.80;75.50;755;5;0.15;0.42;0.00;0.38;0.00;1204.00;594.00;1204.00;1
1122;201;12;0.52;50.00;500;13;0.15;0.27;0.00;0.68;0.00;1750.00;1394.00;1750.00;0
1238;201;13;0.77;73.50;735;9;0.15;0.32;0.00;0.40;0.00;1326.00;850.00;1326.00;1
1353;201;14;0.62;58.80;588;11;0.15;0.32;0.00;0.38;0.00;1234.00;736.00;1234.00;1
1486;201;15;0.97;91.90;919;40;0.15;0.28;0.00;0.33;0.00;883.00;483.00;883.00;0
1577;201;16;0.43;41.10;411;25;0.15;0.37;0.00;0.53;0.00;1591.00;1092.00;1591.00;0
1664;201;17;0.50;48.30;483;10;0.15;0.47;0.00;0.57;0.00;1399.00;1009.00;1399.00;0
1840;201;18;0.09;9.20;92;22;0.15;0.66;0.00;0.17;0.00;494.00;9.00;494.00;1
2002;201;19;0.53;50.90;509;18;0.15;0.55;0.00;0.18;0.00;854.00;343.00;854.00;1
2041;201;20;0.67;64.20;642;17;0.15;0.33;0.00;0.62;0.00;1897.00;1433.00;1897.00;0
2183;201;21;0.83;79.20;792;8;0.15;0.06;0.00;0.29;0.00;725.00;299.00;725.00;1
2249;201;22;0.36;34.40;344;15;0.15;0.59;0.00;0.68;0.00;1786.00;1310.00;1786.00;0
2447;201;23;0.10;10.60;106;19;0.15;0.70;0.00;0.17;0.00;416.00;10.00;416.00;1
2478;201;24;0.73;69.60;696;27;0.15;0.25;0.00;0.63;0.00;1865.00;1459.00;1865.00;0
2520;201;25;0.35;34.20;342;5;0.15;0.26;0.00;0.71;0.00;2021.00;1527.00;2021.00;0
2700;201;26;0.65;62.20;622;8;0.15;0.44;0.00;0.14;0.00;589.00;62.00;589.00;1
2804;201;27;0.92;87.00;870;13;0.15;0.25;0.00;0.38;0.00;1209.00;689.00;1209.00;1
2860;201;28;0.68;64.80;648;20;0.15;0.48;0.00;0.56;0.00;1752.00;1375.00;1752.00;0
2960;201;29;0.79;75.00;750;20;0.15;0.39;0.00;0.45;0.00;1332.00;857.00;1332.00;1
2992;201;30;0.65;62.00;620;14;0.15;0.34;0.00;0.64;0.00;1984.00;1421.00;1984.00;0
3169;201;31;0.79;75.30;753;13;0.15;0.42;0.00;0.15;0.00;705.00;219.00;705.00;1
3311;201;32;0.78;74.20;742;21;0.15;0.17;0.00;0.30;0.00;966.00;353.00;966.00;1
3479;201;33;0.52;49.60;496;12;0.15;0.51;0.00;0.18;0.00;550.00;51.00;550.00;1
