id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
45;201;1;0.47;47.40;474;20;0.10;0.36;0.00;0.91;0.00;3147.00;2629.00;3147.00;1
232;201;2;0.74;71.50;715;20;0.10;0.88;0.00;0.38;0.00;1073.00;424.00;1073.00;0
383;201;3;0.41;41.70;417;10;0.10;0.43;0.00;0.42;0.00;1322.00;881.00;1322.00;1
426;201;4;0.24;27.20;272;10;0.10;0.35;0.00;0.94;0.00;3125.00;2668.00;3125.00;0
522;201;5;0.83;78.60;786;30;0.10;0.36;0.00;0.63;0.00;2251.00;1754.00;2251.00;0
723;201;6;0.58;57.20;572;30;0.10;0.81;0.00;0.32;0.00;562.00;143.00;562.00;1
785;201;7;0.18;21.40;214;10;0.10;0.52;0.00;0.96;0.00;2998.00;2357.00;2998.00;1
948;201;8;0.54;53.00;530;20;0.10;0.59;0.00;0.41;0.00;1269.00;704.00;1269.00;1
1051;201;9;0.32;33.60;336;20;0.10;0.38;0.00;0.68;0.00;2128.00;1667.00;2128.00;1
1252;201;10;0.66;63.60;636;20;0.10;0.78;0.00;0.29;0.00;539.00;63.00;539.00;1
1295;201;11;0.21;24.60;246;10;0.10;0.32;0.00;0.96;0.00;3290.00;2690.00;3290.00;0
1437;201;12;0.58;57.30;573;20;0.10;0.37;0.00;0.48;0.00;1549.00;1029.00;1549.00;1
1590;201;13;0.61;59.50;595;20;0.10;0.45;0.00;0.48;0.00;1519.00;875.00;1519.00;1
1617;201;14;0.43;44.00;440;10;0.10;0.09;0.00;0.91;0.00;3423.00;2900.00;3423.00;1
1771;201;15;0.29;31.00;310;10;0.10;0.41;0.00;0.39;0.00;1147.00;847.00;1147.00;1
1903;201;16;0.28;30.40;304;10;0.10;0.38;0.00;0.58;0.00;1749.00;1216.00;1749.00;1
1964;201;17;0.26;28.60;286;10;0.10;0.54;0.00;0.90;0.00;2800.00;2361.00;2800.00;0
2128;201;18;0.70;67.10;671;20;0.10;0.57;0.00;0.38;0.00;1148.00;682.00;1148.00;0
2231;201;19;0.35;36.80;368;20;0.10;0.45;0.00;0.75;0.00;2341.00;1648.00;2341.00;1
2342;201;20;0.95;89.80;898;40;0.10;0.34;0.00;0.55;0.00;1938.00;1496.00;1938.00;0
2388;201;21;0.28;30.60;306;20;0.10;0.37;0.00;0.92;0.00;3122.00;2627.00;3122.00;0
2521;201;22;0.42;43.00;430;30;0.10;0.32;0.00;0.50;0.00;1584.00;1177.00;1584.00;1
2558;201;23;0.23;26.40;264;30;0.10;0.25;0.00;0.95;0.00;3395.00;2770.00;3395.00;1
2659;201;24;0.08;12.50;125;10;0.10;0.39;0.00;0.75;0.00;2253.00;1747.00;2253.00;1
2793;201;25;0.83;79.00;790;10;0.10;0.35;0.00;0.51;0.00;1701.00;1149.00;1701.00;1
2963;201;26;0.65;62.80;628;10;0.10;0.65;0.00;0.38;0.00;1043.00;596.00;1043.00;1
3084;201;27;0.80;76.80;768;20;0.10;0.33;0.00;0.52;0.00;1842.00;1350.00;1842.00;1
3285;201;28;0.02;7.80;78;40;0.10;0.83;0.00;0.30;0.00;571.00;7.00;571.00;1
3472;201;29;0.69;66.70;667;20;0.10;0.88;0.00;0.35;0.00;872.00;429.00;872.00;0
3622;201;30;0.24;27.20;272;30;0.10;0.45;0.00;0.49;0.00;1430.00;963.00;1430.00;0
3708;201;31;0.76;72.80;728;10;0.10;0.31;0.00;0.63;0.00;2232.00;1904.00;2232.00;0
3840;201;32;0.50;50.20;502;20;0.10;0.38;0.00;0.55;0.00;1786.00;1186.00;1786.00;1
3994;201;33;0.67;64.50;645;40;0.10;0.46;0.00;0.45;0.00;1412.00;792.00;1412.00;0
4023;201;34;0.49;48.70;487;10;0.10;0.13;0.00;0.91;0.00;3429.00;2933.00;3429.00;1
4206;201;35;0.26;28.40;284;10;0.10;0.82;0.00;0.38;0.00;1119.00;487.00;1119.00;1
4235;201;36;0.18;22.00;220;20;0.10;0.13;0.00;0.97;0.00;3486.00;2889.00;3486.00;0
4323;201;37;0.71;68.60;686;10;0.10;0.34;0.00;0.66;0.00;2306.00;1886.00;2306.00;1
4523;201;38;0.41;42.20;422;10;0.10;1.00;0.00;0.33;0.00;760.00;252.00;760.00;1
4724;201;39;0.34;35.70;357;20;0.10;0.98;0.00;0.32;0.00;646.00;35.00;646.00;1
4925;201;40;0.32;33.70;337;20;0.10;0.80;0.00;0.30;0.00;556.00;33.00;556.00;1
5125;201;41;0.27;29.60;296;10;0.10;1.00;0.00;0.33;0.00;734.00;273.00;734.00;1
5326;201;42;0.56;55.40;554;10;0.10;0.73;0.00;0.29;0.00;498.00;55.00;498.00;1
5443;201;43;0.47;47.50;475;30;0.10;0.36;0.00;0.58;0.00;1902.00;1422.00;1902.00;1
5495;201;44;0.54;53.50;535;20;0.10;0.49;0.00;0.84;0.00;2994.00;2542.00;2994.00;0
5663;201;45;0.71;68.70;687;10;0.10;0.65;0.00;0.40;0.00;1169.00;652.00;1169.00;1
5833;201;46;0.26;28.60;286;20;0.10;0.68;0.00;0.42;0.00;1137.00;627.00;1137.00;1
5959;201;47;0.49;49.30;493;20;0.10;0.22;0.00;0.49;0.00;1561.00;1268.00;1561.00;1
6099;201;48;0.79;75.60;756;20;0.10;0.32;0.00;0.46;0.00;1425.00;1047.00;1425.00;1
6187;201;49;0.10;14.70;147;20;0.10;0.52;0.00;0.85;0.00;2467.00;1933.00;2467.00;1
6307;201;50;0.54;53.20;532;20;0.10;0.34;0.00;0.55;0.00;1770.00;1398.00;1770.00;0
6356;201;51;0.26;29.00;290;10;0.10;0.40;0.00;0.93;0.00;3344.00;2595.00;3344.00;1
6386;201;52;0.03;8.50;85;20;0.10;0.16;0.00;1.00;0.00;3410.00;2889.00;3410.00;0
6504;201;53;0.86;81.80;818;20;0.10;0.35;0.00;0.54;0.00;1982.00;1401.00;1982.00;1
6577;201;54;0.40;40.80;408;10;0.10;0.57;0.00;0.81;0.00;2610.00;2199.00;2610.00;0
