id;src_id;dst_id;cost_distance;cost;timeres;capres;SRC_CLUST;DST_CLUST;SRC_CLOSE;DST_CLOSE;SRC_LB;SRC_UB;DST_LB;DST_UB;selected
26;201;1;0.62;62.00;620;14;0.13;0.04;0.00;0.60;0.00;2002.00;1402.00;2002.00;0
47;201;2;0.53;54.50;545;15;0.13;0.07;0.00;0.67;0.00;1944.00;1344.00;1944.00;0
150;201;3;0.32;36.70;367;10;0.13;0.18;0.00;0.43;0.00;767.00;167.00;767.00;1
351;201;4;0.00;9.20;92;22;0.13;0.27;0.00;0.24;0.00;609.00;9.00;609.00;1
512;201;5;0.62;62.20;622;20;0.13;0.26;0.00;0.34;0.00;684.00;84.00;684.00;0
661;201;6;0.11;18.30;183;10;0.13;0.79;0.00;0.44;0.00;618.00;18.00;618.00;1
862;201;7;0.49;51.10;511;10;0.13;0.27;0.00;0.27;0.00;651.00;51.00;651.00;1
893;201;8;0.57;58.30;583;10;0.13;0.05;0.00;0.62;0.00;1795.00;1195.00;1795.00;0
1036;201;9;0.35;39.00;390;20;0.13;1.00;0.00;0.40;0.00;639.00;39.00;639.00;1
1188;201;10;0.81;78.20;782;10;0.13;0.33;0.00;0.31;0.00;881.00;281.00;881.00;1
1222;201;11;0.64;64.10;641;10;0.13;0.03;0.00;0.59;0.00;1734.00;1134.00;1734.00;0
1365;201;12;0.38;41.60;416;20;0.13;1.00;0.00;0.40;0.00;641.00;41.00;641.00;1
1405;201;13;0.62;62.10;621;18;0.13;0.12;0.00;0.49;0.00;1707.00;1107.00;1707.00;1
1582;201;14;0.17;23.70;237;20;0.13;0.32;0.00;0.37;0.00;630.00;30.00;630.00;1
1722;201;15;0.47;49.00;490;30;0.13;0.89;0.00;0.38;0.00;649.00;49.00;649.00;0
1913;201;16;0.38;42.10;421;10;0.13;0.20;0.00;0.30;0.00;690.00;90.00;690.00;1
1951;201;17;0.37;41.10;411;25;0.13;0.06;0.00;0.63;0.00;1641.00;1041.00;1641.00;1
2072;201;18;0.49;51.00;510;30;0.13;0.49;0.00;0.38;0.00;689.00;89.00;689.00;0
2096;201;19;0.85;82.10;821;2;0.13;0.10;0.00;0.54;0.00;2001.00;1401.00;2001.00;0
2205;201;20;0.60;60.70;607;20;0.13;0.20;0.00;0.37;0.00;865.00;265.00;865.00;0
2282;201;21;0.32;36.80;368;10;0.13;0.03;0.00;0.62;0.00;981.00;381.00;981.00;1
2368;201;22;0.54;55.00;550;20;0.13;0.10;0.00;0.52;0.00;1128.00;528.00;1128.00;1
2479;201;23;0.69;68.50;685;10;0.13;0.34;0.00;0.36;0.00;899.00;299.00;899.00;0
2624;201;24;0.28;32.80;328;6;0.13;0.91;0.00;0.41;0.00;632.00;32.00;632.00;1
2782;201;25;0.84;81.00;810;10;0.13;0.24;0.00;0.30;0.00;830.00;230.00;830.00;1
2928;201;26;0.62;62.40;624;30;0.13;0.56;0.00;0.36;0.00;773.00;173.00;773.00;0
3008;201;27;0.56;57.30;573;36;0.13;0.06;0.00;0.52;0.00;936.00;336.00;936.00;1
3209;201;28;0.06;14.70;147;10;0.13;0.28;0.00;0.22;0.00;614.00;14.00;614.00;1
3329;201;29;0.38;41.60;416;10;0.13;0.51;0.00;0.42;0.00;873.00;273.00;873.00;1
3333;201;30;0.22;27.70;277;35;0.13;0.09;0.00;0.90;0.00;2300.00;1700.00;2300.00;1
3523;201;31;0.73;71.80;718;9;0.13;0.20;0.00;0.24;0.00;671.00;71.00;671.00;1
3648;201;32;0.72;70.80;708;20;0.13;0.62;0.00;0.35;0.00;843.00;243.00;843.00;0
3672;201;33;0.58;59.00;590;18;0.13;0.09;0.00;0.69;0.00;1696.00;1096.00;1696.00;1
3705;201;34;0.48;50.00;500;13;0.13;0.05;0.00;0.65;0.00;1872.00;1272.00;1872.00;0
3863;201;35;0.83;79.90;799;10;0.13;0.24;0.00;0.30;0.00;679.00;79.00;679.00;0
3865;201;36;0.42;44.70;447;33;0.13;0.11;0.00;0.84;0.00;2481.00;1881.00;2481.00;0
4066;201;37;0.31;35.70;357;10;0.13;0.29;0.00;0.24;0.00;635.00;35.00;635.00;1
4203;201;38;0.71;70.00;700;10;0.13;0.85;0.00;0.35;0.00;799.00;199.00;799.00;0
4210;201;39;0.33;37.10;371;7;0.13;0.07;0.00;0.85;0.00;2250.00;1650.00;2250.00;0
4411;201;40;0.40;43.00;430;20;0.13;0.29;0.00;0.28;0.00;643.00;43.00;643.00;1
4471;201;41;0.36;39.80;398;21;0.13;0.04;0.00;0.73;0.00;1311.00;711.00;1311.00;1
4611;201;42;0.52;53.70;537;10;0.13;0.63;0.00;0.37;0.00;653.00;53.00;653.00;1
4810;201;43;0.33;37.50;375;20;0.13;0.25;0.00;0.26;0.00;674.00;74.00;674.00;1
4877;201;44;0.64;63.90;639;10;0.13;0.03;0.00;0.52;0.00;1185.00;585.00;1185.00;1
5011;201;45;0.66;66.00;660;20;0.13;0.86;0.00;0.36;0.00;666.00;66.00;666.00;0
5162;201;46;0.59;59.60;596;10;0.13;0.49;0.00;0.36;0.00;913.00;313.00;913.00;1
5339;201;47;0.25;30.20;302;20;0.13;0.32;0.00;0.35;0.00;630.00;30.00;630.00;1
5483;201;48;0.31;35.30;353;20;0.13;0.82;0.00;0.41;0.00;635.00;35.00;635.00;1
5684;201;49;0.14;21.10;211;10;0.13;0.28;0.00;0.23;0.00;621.00;21.00;621.00;1
5738;201;50;0.75;73.50;735;9;0.13;0.07;0.00;0.58;0.00;1388.00;788.00;1388.00;1
5820;201;51;0.67;66.40;664;32;0.13;0.06;0.00;0.49;0.00;911.00;311.00;911.00;1
5933;201;52;0.76;73.80;738;12;0.13;0.37;0.00;0.34;0.00;1037.00;437.00;1037.00;1
6078;201;53;1.00;94.70;947;27;0.13;0.63;0.00;0.29;0.00;759.00;159.00;759.00;1
6224;201;54;0.17;24.00;240;32;0.13;0.95;0.00;0.42;0.00;624.00;24.00;624.00;1
6281;201;55;0.50;51.80;518;25;0.13;0.03;0.00;0.68;0.00;1492.00;892.00;1492.00;1
6436;201;56;0.68;67.40;674;20;0.13;0.24;0.00;0.33;0.00;701.00;101.00;701.00;0
6578;201;57;0.35;39.00;390;20;0.13;1.00;0.00;0.39;0.00;639.00;39.00;639.00;1
6681;201;58;0.45;47.40;474;10;0.13;0.17;0.00;0.45;0.00;1049.00;449.00;1049.00;1
6856;201;59;0.40;43.40;434;10;0.13;0.26;0.00;0.36;0.00;647.00;47.00;647.00;1
6870;201;60;0.64;64.20;642;17;0.13;0.08;0.00;0.62;0.00;1965.00;1365.00;1965.00;0
7048;201;61;0.77;75.30;753;13;0.13;0.22;0.00;0.26;0.00;762.00;162.00;762.00;1
7202;201;62;0.63;62.70;627;20;0.13;0.33;0.00;0.34;0.00;728.00;128.00;728.00;0
7346;201;63;0.39;42.80;428;9;0.13;0.74;0.00;0.40;0.00;642.00;42.00;642.00;1
7360;201;64;0.09;17.20;172;23;0.13;0.06;0.00;0.87;0.00;2286.00;1686.00;2286.00;1
7491;201;65;0.82;79.20;792;8;0.13;0.73;0.00;0.33;0.00;812.00;212.00;812.00;1
7510;201;66;0.29;34.40;344;15;0.13;0.08;0.00;0.85;0.00;1848.00;1248.00;1848.00;0
7522;201;67;0.04;12.60;126;27;0.13;0.07;0.00;0.90;0.00;2364.00;1764.00;2364.00;1
7699;201;68;0.51;52.60;526;40;0.13;0.33;0.00;0.31;0.00;652.00;52.00;652.00;0
7789;201;69;0.50;52.30;523;10;0.13;0.08;0.00;0.45;0.00;845.00;245.00;845.00;1
7830;201;70;0.65;65.10;651;3;0.13;0.09;0.00;0.57;0.00;1715.00;1115.00;1715.00;1
7888;201;71;0.64;63.80;638;34;0.13;0.07;0.00;0.52;0.00;1295.00;695.00;1295.00;1
7971;201;72;0.28;33.50;335;30;0.13;0.04;0.00;0.61;0.00;900.00;300.00;900.00;1
8014;201;73;0.63;63.20;632;12;0.13;0.11;0.00;0.54;0.00;1650.00;1050.00;1650.00;0
8090;201;74;0.82;79.70;797;19;0.13;0.06;0.00;0.50;0.00;1126.00;526.00;1126.00;0
8094;201;75;0.74;72.60;726;21;0.13;0.09;0.00;0.63;0.00;2331.00;1731.00;2331.00;1
8125;201;76;0.50;52.00;520;26;0.13;0.05;0.00;0.65;0.00;1924.00;1324.00;1924.00;0
8219;201;77;0.81;78.20;782;10;0.13;0.08;0.00;0.34;0.00;936.00;336.00;936.00;1
8326;201;78;0.14;21.40;214;10;0.13;0.22;0.00;0.47;0.00;737.00;137.00;737.00;1
8383;201;79;0.28;33.10;331;9;0.13;0.08;0.00;0.65;0.00;1485.00;885.00;1485.00;1
8429;201;80;0.57;58.20;582;13;0.13;0.09;0.00;0.62;0.00;1455.00;855.00;1455.00;1
8464;201;81;0.47;49.40;494;21;0.13;0.05;0.00;0.70;0.00;1571.00;971.00;1571.00;1
8503;201;82;0.16;22.80;228;16;0.13;0.05;0.00;0.76;0.00;1785.00;1185.00;1785.00;1
8510;201;83;0.79;76.50;765;9;0.13;0.07;0.00;0.63;0.00;2352.00;1752.00;2352.00;0
8652;201;84;0.49;51.00;510;10;0.13;0.89;0.00;0.42;0.00;651.00;51.00;651.00;1
8845;201;85;0.66;65.80;658;20;0.13;0.21;0.00;0.23;0.00;665.00;65.00;665.00;1
8927;201;86;0.61;61.20;612;10;0.13;0.04;0.00;0.58;0.00;1059.00;459.00;1059.00;1
8976;201;87;0.44;46.50;465;18;0.13;0.06;0.00;0.61;0.00;1287.00;687.00;1287.00;1
9177;201;88;0.51;52.80;528;27;0.13;0.25;0.00;0.19;0.00;652.00;52.00;652.00;1
9322;201;89;0.27;32.30;323;18;0.13;0.99;0.00;0.41;0.00;777.00;177.00;777.00;1
9369;201;90;0.59;59.40;594;29;0.13;0.09;0.00;0.58;0.00;1281.00;681.00;1281.00;0
9433;201;91;0.75;73.10;731;13;0.13;0.05;0.00;0.52;0.00;1414.00;814.00;1414.00;1
9611;201;92;0.08;15.80;158;37;0.13;0.28;0.00;0.33;0.00;615.00;15.00;615.00;1
9629;201;93;0.65;64.80;648;20;0.13;0.07;0.00;0.63;0.00;1863.00;1263.00;1863.00;0
9788;201;94;0.86;82.80;828;10;0.13;0.16;0.00;0.30;0.00;818.00;218.00;818.00;0
9852;201;95;0.79;76.40;764;1;0.13;0.06;0.00;0.48;0.00;1255.00;655.00;1255.00;1
9873;201;96;0.33;37.50;375;15;0.13;0.02;0.00;0.77;0.00;1848.00;1248.00;1848.00;0
9893;201;97;0.36;40.30;403;20;0.13;0.04;0.00;0.76;0.00;2143.00;1543.00;2143.00;0
10045;201;98;0.37;41.10;411;20;0.13;0.67;0.00;0.38;0.00;736.00;136.00;736.00;1
10144;201;99;0.85;82.20;822;30;0.13;0.19;0.00;0.34;0.00;774.00;174.00;774.00;0
10345;201;100;0.27;32.20;322;20;0.13;0.29;0.00;0.24;0.00;632.00;32.00;632.00;1
10417;201;101;0.92;87.90;879;28;0.13;0.11;0.00;0.47;0.00;1142.00;542.00;1142.00;0
10559;201;102;0.40;43.00;430;10;0.13;0.93;0.00;0.40;0.00;643.00;43.00;643.00;1
10745;201;103;0.64;64.00;640;8;0.13;0.14;0.00;0.23;0.00;692.00;92.00;692.00;1
10885;201;104;0.86;82.90;829;10;0.13;0.28;0.00;0.31;0.00;777.00;177.00;777.00;1
